,jurisdiccion_aplicacion,jurisdiccion_aplicacion_id,fecha_aplicacion,Vacunas1,Vacunas2,Casos,id,provincia,poblacion_2021_est,Vacunas_Acum,Porcentaje_Poblacion_Vacunada
0,Buenos Aires,06,2020-12-29,1815,0,4851.0,06,Buenos Aires,17709598,1815,0.0001024867984016351
1,Buenos Aires,06,2020-12-30,3102,0,4842.0,06,Buenos Aires,17709598,4917,0.00027764605385170233
2,Buenos Aires,06,2020-12-31,61,0,2501.0,06,Buenos Aires,17709598,4978,0.0002810905137428868
3,Buenos Aires,06,2021-01-01,6,0,1281.0,06,Buenos Aires,17709598,4984,0.0002814293130764459
4,Buenos Aires,06,2021-01-02,76,0,2692.0,06,Buenos Aires,17709598,5060,0.0002857207713015281
5,Buenos Aires,06,2021-01-03,10,0,2008.0,06,Buenos Aires,17709598,5070,0.00028628543685746
6,Buenos Aires,06,2021-01-04,2899,0,5560.0,06,Buenos Aires,17709598,7969,0.00044998198152211024
7,Buenos Aires,06,2021-01-05,3400,0,5607.0,06,Buenos Aires,17709598,11369,0.0006419682705389473
8,Buenos Aires,06,2021-01-06,4390,0,5175.0,06,Buenos Aires,17709598,15759,0.0008898564495930398
9,Buenos Aires,06,2021-01-07,8857,0,5386.0,06,Buenos Aires,17709598,24616,0.0013899807324819005
10,Buenos Aires,06,2021-01-08,10421,0,5183.0,06,Buenos Aires,17709598,35037,0.0019784187083185063
11,Buenos Aires,06,2021-01-09,5361,0,3235.0,06,Buenos Aires,17709598,40398,0.0022811359128535836
12,Buenos Aires,06,2021-01-10,221,0,2356.0,06,Buenos Aires,17709598,40619,0.002293615021639678
13,Buenos Aires,06,2021-01-11,7991,0,5284.0,06,Buenos Aires,17709598,48610,0.0027448392673848384
14,Buenos Aires,06,2021-01-12,9061,0,4998.0,06,Buenos Aires,17709598,57671,0.003256482727614709
15,Buenos Aires,06,2021-01-13,8365,0,4880.0,06,Buenos Aires,17709598,66036,0.0037288254651517217
16,Buenos Aires,06,2021-01-14,7768,0,4810.0,06,Buenos Aires,17709598,73804,0.004167457668999602
17,Buenos Aires,06,2021-01-15,7611,0,4196.0,06,Buenos Aires,17709598,81415,0.00459722462361935
18,Buenos Aires,06,2021-01-16,3408,0,2913.0,06,Buenos Aires,17709598,84823,0.004789662645080933
19,Buenos Aires,06,2021-01-17,12,0,1966.0,06,Buenos Aires,17709598,84835,0.004790340243748051
20,Buenos Aires,06,2021-01-18,5475,0,5035.0,06,Buenos Aires,17709598,90310,0.005099494635620752
21,Buenos Aires,06,2021-01-19,4448,80,4872.0,06,Buenos Aires,17709598,94758,0.005350657874899249
22,Buenos Aires,06,2021-01-20,2829,119,4620.0,06,Buenos Aires,17709598,97587,0.0055104017606723765
23,Buenos Aires,06,2021-01-21,1625,1636,4665.0,06,Buenos Aires,17709598,99212,0.005602159913511306
24,Buenos Aires,06,2021-01-22,1346,1095,3795.0,06,Buenos Aires,17709598,100558,0.005678163897339736
25,Buenos Aires,06,2021-01-23,375,660,2354.0,06,Buenos Aires,17709598,100933,0.005699338855687182
26,Buenos Aires,06,2021-01-24,5,0,1560.0,06,Buenos Aires,17709598,100938,0.005699621188465147
27,Buenos Aires,06,2021-01-25,5130,345,4475.0,06,Buenos Aires,17709598,106068,0.0059892946186581985
28,Buenos Aires,06,2021-01-26,3675,505,4413.0,06,Buenos Aires,17709598,109743,0.006196809210463163
29,Buenos Aires,06,2021-01-27,2739,460,4008.0,06,Buenos Aires,17709598,112482,0.006351471106232903
30,Buenos Aires,06,2021-01-28,338,6667,3616.0,06,Buenos Aires,17709598,112820,0.0063705568020234
31,Buenos Aires,06,2021-01-29,380,7870,3831.0,06,Buenos Aires,17709598,113200,0.006392014093148811
32,Buenos Aires,06,2021-01-30,184,6062,2247.0,06,Buenos Aires,17709598,113384,0.0064024039393779575
33,Buenos Aires,06,2021-01-31,3,56,1696.0,06,Buenos Aires,17709598,113387,0.0064025733390447375
34,Buenos Aires,06,2021-02-01,1582,7324,3916.0,06,Buenos Aires,17709598,114969,0.006491903429993159
35,Buenos Aires,06,2021-02-02,1732,8164,3668.0,06,Buenos Aires,17709598,116701,0.006589703504280561
36,Buenos Aires,06,2021-02-03,1510,7658,3598.0,06,Buenos Aires,17709598,118211,0.006674968003226273
37,Buenos Aires,06,2021-02-04,1335,7915,3069.0,06,Buenos Aires,17709598,119546,0.006750350854943178
38,Buenos Aires,06,2021-02-05,1734,8312,3348.0,06,Buenos Aires,17709598,121280,0.006848263862341765
39,Buenos Aires,06,2021-02-06,605,6025,1944.0,06,Buenos Aires,17709598,121885,0.006882426128475644
40,Buenos Aires,06,2021-02-07,165,14,1222.0,06,Buenos Aires,17709598,122050,0.006891743110148519
41,Buenos Aires,06,2021-02-08,8776,1208,3452.0,06,Buenos Aires,17709598,130826,0.007387293602034332
42,Buenos Aires,06,2021-02-09,7855,917,3213.0,06,Buenos Aires,17709598,138681,0.00783083839621882
43,Buenos Aires,06,2021-02-10,6124,780,2950.0,06,Buenos Aires,17709598,144805,0.008176639582671499
44,Buenos Aires,06,2021-02-11,468,9122,2967.0,06,Buenos Aires,17709598,145273,0.00820306593068911
45,Buenos Aires,06,2021-02-12,875,5953,2989.0,06,Buenos Aires,17709598,146148,0.008252474166833149
46,Buenos Aires,06,2021-02-13,209,2150,1812.0,06,Buenos Aires,17709598,146357,0.008264275676952124
47,Buenos Aires,06,2021-02-14,0,5,1110.0,06,Buenos Aires,17709598,146357,0.008264275676952124
48,Buenos Aires,06,2021-02-15,969,41,1587.0,06,Buenos Aires,17709598,147326,0.008318991769321923
49,Buenos Aires,06,2021-02-16,550,43,1658.0,06,Buenos Aires,17709598,147876,0.008350048374898177
50,Buenos Aires,06,2021-02-17,3723,648,3724.0,06,Buenos Aires,17709598,151599,0.008560273361371613
51,Buenos Aires,06,2021-02-18,21866,8812,3443.0,06,Buenos Aires,17709598,173465,0.009794971065972248
52,Buenos Aires,06,2021-02-19,24961,5204,3081.0,06,Buenos Aires,17709598,198426,0.011204432760133798
53,Buenos Aires,06,2021-02-20,19408,1486,1656.0,06,Buenos Aires,17709598,217834,0.01230033567108638
54,Buenos Aires,06,2021-02-21,17841,0,1232.0,06,Buenos Aires,17709598,235675,0.013307755489424436
55,Buenos Aires,06,2021-02-22,28083,176,3505.0,06,Buenos Aires,17709598,263758,0.014893505770147917
56,Buenos Aires,06,2021-02-23,31202,152,3190.0,06,Buenos Aires,17709598,294960,0.01665537523776655
57,Buenos Aires,06,2021-02-24,34959,655,2916.0,06,Buenos Aires,17709598,329919,0.018629389554748785
58,Buenos Aires,06,2021-02-25,19179,5282,2783.0,06,Buenos Aires,17709598,349098,0.01971236162447053
59,Buenos Aires,06,2021-02-26,17946,2254,2737.0,06,Buenos Aires,17709598,367044,0.020725710431145867
60,Buenos Aires,06,2021-02-27,1008,630,1791.0,06,Buenos Aires,17709598,368052,0.0207826287191838
61,Buenos Aires,06,2021-02-28,279,5,1140.0,06,Buenos Aires,17709598,368331,0.0207983828881943
62,Buenos Aires,06,2021-03-01,28502,768,3479.0,06,Buenos Aires,17709598,396833,0.02240779265571133
63,Buenos Aires,06,2021-03-02,28863,490,3131.0,06,Buenos Aires,17709598,425696,0.024037586849797492
64,Buenos Aires,06,2021-03-03,16555,448,3234.0,06,Buenos Aires,17709598,442251,0.02497239067764271
65,Buenos Aires,06,2021-03-04,41873,9287,3091.0,06,Buenos Aires,17709598,484124,0.027336814759996247
66,Buenos Aires,06,2021-03-05,44518,7974,2956.0,06,Buenos Aires,17709598,528642,0.02985059288189376
67,Buenos Aires,06,2021-03-06,33920,3143,1684.0,06,Buenos Aires,17709598,562562,0.031765938447614675
68,Buenos Aires,06,2021-03-07,6306,0,1016.0,06,Buenos Aires,17709598,568868,0.032122016547185314
69,Buenos Aires,06,2021-03-08,44578,213,3449.0,06,Buenos Aires,17709598,613446,0.03463918266241842
70,Buenos Aires,06,2021-03-09,34719,203,3284.0,06,Buenos Aires,17709598,648165,0.0365996450060583
71,Buenos Aires,06,2021-03-10,60772,280,3419.0,06,Buenos Aires,17709598,708937,0.04003123052256748
72,Buenos Aires,06,2021-03-11,56845,16868,3289.0,06,Buenos Aires,17709598,765782,0.043241071875262216
73,Buenos Aires,06,2021-03-12,43108,19804,3211.0,06,Buenos Aires,17709598,808890,0.04567523215377334
74,Buenos Aires,06,2021-03-13,1507,18295,1864.0,06,Buenos Aires,17709598,810397,0.04576032725305227
75,Buenos Aires,06,2021-03-14,770,270,1421.0,06,Buenos Aires,17709598,811167,0.04580380650085902
76,Buenos Aires,06,2021-03-15,42529,1059,3813.0,06,Buenos Aires,17709598,853696,0.04820527264368169
77,Buenos Aires,06,2021-03-16,38999,567,3718.0,06,Buenos Aires,17709598,892695,0.05040741184526041
78,Buenos Aires,06,2021-03-17,42310,616,3906.0,06,Buenos Aires,17709598,935005,0.052796511812408166
79,Buenos Aires,06,2021-03-18,28579,26743,3493.0,06,Buenos Aires,17709598,963584,0.054410269504705865
80,Buenos Aires,06,2021-03-19,30912,18251,3580.0,06,Buenos Aires,17709598,994496,0.05615576367120247
81,Buenos Aires,06,2021-03-20,14026,7710,2468.0,06,Buenos Aires,17709598,1008522,0.05694776357995252
82,Buenos Aires,06,2021-03-21,12871,173,1448.0,06,Buenos Aires,17709598,1021393,0.05767454461699244
83,Buenos Aires,06,2021-03-22,18274,3066,4782.0,06,Buenos Aires,17709598,1039667,0.058706414453902345
84,Buenos Aires,06,2021-03-23,26821,3322,5108.0,06,Buenos Aires,17709598,1066488,0.06022090394146722
85,Buenos Aires,06,2021-03-24,13559,52,2896.0,06,Buenos Aires,17709598,1080047,0.060986533968755245
86,Buenos Aires,06,2021-03-25,29044,7279,5449.0,06,Buenos Aires,17709598,1109091,0.06262654860940378
87,Buenos Aires,06,2021-03-26,34623,2527,6310.0,06,Buenos Aires,17709598,1143714,0.06458159016370671
88,Buenos Aires,06,2021-03-27,32790,2355,4052.0,06,Buenos Aires,17709598,1176504,0.06643312852160732
89,Buenos Aires,06,2021-03-28,9469,3,2526.0,06,Buenos Aires,17709598,1185973,0.06696781033651922
90,Buenos Aires,06,2021-03-29,33020,112,7486.0,06,Buenos Aires,17709598,1218993,0.06883233600220626
91,Buenos Aires,06,2021-03-30,49262,257,7726.0,06,Buenos Aires,17709598,1268255,0.07161399146383786
92,Buenos Aires,06,2021-03-31,54818,183,8174.0,06,Buenos Aires,17709598,1323073,0.0747093751083452
93,Buenos Aires,06,2021-04-01,49631,83,6361.0,06,Buenos Aires,17709598,1372704,0.07751186672899069
94,Buenos Aires,06,2021-04-02,41404,45,5110.0,06,Buenos Aires,17709598,1414108,0.07984980799677102
95,Buenos Aires,06,2021-04-03,30022,65,6404.0,06,Buenos Aires,17709598,1444130,0.0815450469287897
96,Buenos Aires,06,2021-04-04,37783,0,4368.0,06,Buenos Aires,17709598,1481913,0.08367852279876709
97,Buenos Aires,06,2021-04-05,58527,432,10750.0,06,Buenos Aires,17709598,1540440,0.08698334089796957
98,Buenos Aires,06,2021-04-06,45731,1651,12666.0,06,Buenos Aires,17709598,1586171,0.08956561295180161
99,Buenos Aires,06,2021-04-07,96144,1765,11897.0,06,Buenos Aires,17709598,1682315,0.09499453347275302
100,Buenos Aires,06,2021-04-08,98532,339,12832.0,06,Buenos Aires,17709598,1780847,0.10055829612846096
101,Buenos Aires,06,2021-04-09,105117,578,11917.0,06,Buenos Aires,17709598,1885964,0.10649389105275003
102,Buenos Aires,06,2021-04-10,43853,92,9077.0,06,Buenos Aires,17709598,1929817,0.10897011891517809
103,Buenos Aires,06,2021-04-11,31553,1,6341.0,06,Buenos Aires,17709598,1961370,0.11075180814380993
104,Buenos Aires,06,2021-04-12,58002,177,12728.0,06,Buenos Aires,17709598,2019372,0.11402698130132598
105,Buenos Aires,06,2021-04-13,54421,650,13662.0,06,Buenos Aires,17709598,2073793,0.11709994772326283
106,Buenos Aires,06,2021-04-14,60353,672,12900.0,06,Buenos Aires,17709598,2134146,0.12050787375297847
107,Buenos Aires,06,2021-04-15,57769,604,13462.0,06,Buenos Aires,17709598,2191915,0.12376989020304131
108,Buenos Aires,06,2021-04-16,46783,492,12603.0,06,Buenos Aires,17709598,2238698,0.1264115650733574
109,Buenos Aires,06,2021-04-17,24721,90,9528.0,06,Buenos Aires,17709598,2263419,0.1278074747941766
110,Buenos Aires,06,2021-04-18,17355,0,6774.0,06,Buenos Aires,17709598,2280774,0.12878745186649634
111,Buenos Aires,06,2021-04-19,31728,183,14180.0,06,Buenos Aires,17709598,2312502,0.130579022742357
112,Buenos Aires,06,2021-04-20,30670,460,14325.0,06,Buenos Aires,17709598,2343172,0.13231085200240006
113,Buenos Aires,06,2021-04-21,41254,443,12332.0,06,Buenos Aires,17709598,2384426,0.13464032328684142
114,Buenos Aires,06,2021-04-22,59319,410,13306.0,06,Buenos Aires,17709598,2443745,0.1379898628980737
115,Buenos Aires,06,2021-04-23,65062,564,12420.0,06,Buenos Aires,17709598,2508807,0.14166368993807765
116,Buenos Aires,06,2021-04-24,49893,12,7411.0,06,Buenos Aires,17709598,2558700,0.14448097579628855
117,Buenos Aires,06,2021-04-25,43989,54,5859.0,06,Buenos Aires,17709598,2602689,0.14696488311027725
118,Buenos Aires,06,2021-04-26,68762,204,11891.0,06,Buenos Aires,17709598,2671451,0.150847636405976
119,Buenos Aires,06,2021-04-27,62046,504,11741.0,06,Buenos Aires,17709598,2733497,0.15435116031431093
120,Buenos Aires,06,2021-04-28,52528,386,10633.0,06,Buenos Aires,17709598,2786025,0.15731723554650986
121,Buenos Aires,06,2021-04-29,46546,744,10646.0,06,Buenos Aires,17709598,2832571,0.15994552784315036
122,Buenos Aires,06,2021-04-30,22852,428,9951.0,06,Buenos Aires,17709598,2855423,0.1612359015715659
123,Buenos Aires,06,2021-05-01,13242,55,4884.0,06,Buenos Aires,17709598,2868665,0.16198363170073088
124,Buenos Aires,06,2021-05-02,22129,1,4277.0,06,Buenos Aires,17709598,2890794,0.1632331801094525
125,Buenos Aires,06,2021-05-03,39989,34050,11895.0,06,Buenos Aires,17709598,2930783,0.1654912212010685
126,Buenos Aires,06,2021-05-04,51060,35420,11109.0,06,Buenos Aires,17709598,2981843,0.16837440352965663
127,Buenos Aires,06,2021-05-05,60872,16622,10630.0,06,Buenos Aires,17709598,3042715,0.17181163570172514
128,Buenos Aires,06,2021-05-06,51378,15617,9327.0,06,Buenos Aires,17709598,3094093,0.17471277439499192
129,Buenos Aires,06,2021-05-07,37700,13197,9501.0,06,Buenos Aires,17709598,3131793,0.1768415635408551
130,Buenos Aires,06,2021-05-08,14640,6481,5308.0,06,Buenos Aires,17709598,3146433,0.17766823391473935
131,Buenos Aires,06,2021-05-09,14201,1033,3572.0,06,Buenos Aires,17709598,3160634,0.1784701154707182
132,Buenos Aires,06,2021-05-10,28738,1703,11242.0,06,Buenos Aires,17709598,3189372,0.18009285134535521
133,Buenos Aires,06,2021-05-11,30146,1306,11231.0,06,Buenos Aires,17709598,3219518,0.18179509213026743
134,Buenos Aires,06,2021-05-12,6521,82877,9344.0,06,Buenos Aires,17709598,3226039,0.1821633105392906
135,Buenos Aires,06,2021-05-13,5177,88924,11197.0,06,Buenos Aires,17709598,3231216,0.18245563789759656
136,Buenos Aires,06,2021-05-14,5006,91410,10796.0,06,Buenos Aires,17709598,3236222,0.18273830947489605
137,Buenos Aires,06,2021-05-15,13025,41073,6880.0,06,Buenos Aires,17709598,3249247,0.1834737863614973
138,Buenos Aires,06,2021-05-16,10778,42616,4755.0,06,Buenos Aires,17709598,3260025,0.18408238289768067
139,Buenos Aires,06,2021-05-17,21096,56813,14550.0,06,Buenos Aires,17709598,3281121,0.18527360135447457
140,Buenos Aires,06,2021-05-18,60816,8955,14350.0,06,Buenos Aires,17709598,3341937,0.18870767139942984
141,Buenos Aires,06,2021-05-19,62871,4725,14261.0,06,Buenos Aires,17709598,3404808,0.19225778021612913
142,Buenos Aires,06,2021-05-20,63293,4490,14075.0,06,Buenos Aires,17709598,3468101,0.19583171791928874
143,Buenos Aires,06,2021-05-21,12047,43168,13312.0,06,Buenos Aires,17709598,3480148,0.19651197051451988
144,Buenos Aires,06,2021-05-22,8087,31107,8373.0,06,Buenos Aires,17709598,3488235,0.19696861554960196
145,Buenos Aires,06,2021-05-23,11871,17365,5684.0,06,Buenos Aires,17709598,3500106,0.1976389300310487
146,Buenos Aires,06,2021-05-24,24768,7228,9225.0,06,Buenos Aires,17709598,3524874,0.19903749367998078
147,Buenos Aires,06,2021-05-25,20981,2609,8136.0,06,Buenos Aires,17709598,3545855,0.20022221848288144
148,Buenos Aires,06,2021-05-26,35932,13799,15464.0,06,Buenos Aires,17709598,3581787,0.20225117475845583
149,Buenos Aires,06,2021-05-27,22274,13936,14881.0,06,Buenos Aires,17709598,3604061,0.2035089108177385
150,Buenos Aires,06,2021-05-28,18673,59999,13538.0,06,Buenos Aires,17709598,3622734,0.20456331081033008
151,Buenos Aires,06,2021-05-29,44150,25332,7891.0,06,Buenos Aires,17709598,3666884,0.2070563092397693
152,Buenos Aires,06,2021-05-30,53762,9745,5098.0,06,Buenos Aires,17709598,3720646,0.21009206420157026
153,Buenos Aires,06,2021-05-31,85699,6188,13103.0,06,Buenos Aires,17709598,3806345,0.2149311915493508
154,Buenos Aires,06,2021-06-01,87210,3210,11649.0,06,Buenos Aires,17709598,3893555,0.21985563986263268
155,Buenos Aires,06,2021-06-02,101915,2851,11157.0,06,Buenos Aires,17709598,3995470,0.22561042887591237
156,Buenos Aires,06,2021-06-03,106319,2983,10520.0,06,Buenos Aires,17709598,4101789,0.23161389660002446
157,Buenos Aires,06,2021-06-04,103029,3014,9859.0,06,Buenos Aires,17709598,4204818,0.23743158935623496
158,Buenos Aires,06,2021-06-05,93227,4446,5824.0,06,Buenos Aires,17709598,4298045,0.24269579693452104
159,Buenos Aires,06,2021-06-06,78508,7545,3541.0,06,Buenos Aires,17709598,4376553,0.247128873281031
160,Buenos Aires,06,2021-06-07,109710,11059,10760.0,06,Buenos Aires,17709598,4486263,0.2533238190951596
161,Buenos Aires,06,2021-06-08,107359,7760,9724.0,06,Buenos Aires,17709598,4593622,0.2593860120370886
162,Buenos Aires,06,2021-06-09,132887,4359,9528.0,06,Buenos Aires,17709598,4726509,0.26688968321020046
163,Buenos Aires,06,2021-06-10,117202,2660,8944.0,06,Buenos Aires,17709598,4843711,0.2735076764588332
164,Buenos Aires,06,2021-06-11,111993,2329,8495.0,06,Buenos Aires,17709598,4955704,0.27983153541938105
165,Buenos Aires,06,2021-06-12,9765,23834,4561.0,06,Buenos Aires,17709598,4965469,0.2803829313347485
166,Buenos Aires,06,2021-06-13,4457,29145,3072.0,06,Buenos Aires,17709598,4969926,0.2806346027730274
167,Buenos Aires,06,2021-06-14,24357,32284,10087.0,06,Buenos Aires,17709598,4994283,0.28200995866761064
168,Buenos Aires,06,2021-06-15,52807,36993,9045.0,06,Buenos Aires,17709598,5047090,0.2849917880688201
169,Buenos Aires,06,2021-06-16,71227,31835,7553.0,06,Buenos Aires,17709598,5118317,0.28901373142405606
170,Buenos Aires,06,2021-06-17,87326,18660,7086.0,06,Buenos Aires,17709598,5205643,0.29394472985778675
171,Buenos Aires,06,2021-06-18,111622,9215,6363.0,06,Buenos Aires,17709598,5317265,0.3002476397262095
172,Buenos Aires,06,2021-06-19,107779,3090,3733.0,06,Buenos Aires,17709598,5425044,0.30633354862148765
173,Buenos Aires,06,2021-06-20,80944,2827,2069.0,06,Buenos Aires,17709598,5505988,0.3109041774974226
174,Buenos Aires,06,2021-06-21,63718,9809,3774.0,06,Buenos Aires,17709598,5569706,0.3145021134867093
175,Buenos Aires,06,2021-06-22,104139,6506,8798.0,06,Buenos Aires,17709598,5673845,0.3203824841196282
176,Buenos Aires,06,2021-06-23,85994,10914,8124.0,06,Buenos Aires,17709598,5759839,0.3252382691013088
177,Buenos Aires,06,2021-06-24,76807,16273,7602.0,06,Buenos Aires,17709598,5836646,0.3295752958367547
178,Buenos Aires,06,2021-06-25,76629,16237,7359.0,06,Buenos Aires,17709598,5913275,0.3339022715253051
179,Buenos Aires,06,2021-06-26,84940,14937,4110.0,06,Buenos Aires,17709598,5998215,0.3386985407573904
180,Buenos Aires,06,2021-06-27,68578,11157,2549.0,06,Buenos Aires,17709598,6066793,0.34257090420686004
181,Buenos Aires,06,2021-06-28,89786,11007,7915.0,06,Buenos Aires,17709598,6156579,0.34764081036734995
182,Buenos Aires,06,2021-06-29,89094,8970,7095.0,06,Buenos Aires,17709598,6245673,0.3526716416713694
183,Buenos Aires,06,2021-06-30,97536,5909,6573.0,06,Buenos Aires,17709598,6343209,0.3581791636377065
184,Buenos Aires,06,2021-07-01,64597,85401,6143.0,06,Buenos Aires,17709598,6407806,0.36182673372935964
185,Buenos Aires,06,2021-07-02,110961,41374,5813.0,06,Buenos Aires,17709598,6518767,0.3680923192045353
186,Buenos Aires,06,2021-07-03,144425,14211,3268.0,06,Buenos Aires,17709598,6663192,0.3762475014960814
187,Buenos Aires,06,2021-07-04,129308,6992,2324.0,06,Buenos Aires,17709598,6792500,0.3835490788667253
188,Buenos Aires,06,2021-07-05,66478,112370,7022.0,06,Buenos Aires,17709598,6858978,0.3873028625494492
189,Buenos Aires,06,2021-07-06,78188,92546,5551.0,06,Buenos Aires,17709598,6937166,0.3917178695981693
190,Buenos Aires,06,2021-07-07,97675,78928,5661.0,06,Buenos Aires,17709598,7034841,0.3972332404157339
191,Buenos Aires,06,2021-07-08,162949,3932,5259.0,06,Buenos Aires,17709598,7197790,0.40643440918308815
192,Buenos Aires,06,2021-07-09,109534,90153,2926.0,06,Buenos Aires,17709598,7307324,0.41261941688343234
193,Buenos Aires,06,2021-07-10,166527,21989,3052.0,06,Buenos Aires,17709598,7473851,0.42202262298669907
194,Buenos Aires,06,2021-07-11,113389,2138,1889.0,06,Buenos Aires,17709598,7587240,0.428425309258855
195,Buenos Aires,06,2021-07-12,152631,5605,5986.0,06,Buenos Aires,17709598,7739871,0.43704385610559876
196,Buenos Aires,06,2021-07-13,153152,4353,5623.0,06,Buenos Aires,17709598,7893023,0.4456918220278066
197,Buenos Aires,06,2021-07-14,165919,3285,5017.0,06,Buenos Aires,17709598,8058942,0.4550606964652727
198,Buenos Aires,06,2021-07-15,147839,2712,4680.0,06,Buenos Aires,17709598,8206781,0.4634086555776139
199,Buenos Aires,06,2021-07-16,135936,2582,4192.0,06,Buenos Aires,17709598,8342717,0.4710844932787294
200,Buenos Aires,06,2021-07-17,119123,7841,2491.0,06,Buenos Aires,17709598,8461840,0.47781095878065666
201,Buenos Aires,06,2021-07-18,90740,2853,1534.0,06,Buenos Aires,17709598,8552580,0.4829347340351825
202,Buenos Aires,06,2021-07-19,132404,10872,4601.0,06,Buenos Aires,17709598,8684984,0.4904111318619429
203,Buenos Aires,06,2021-07-20,52884,130774,3995.0,06,Buenos Aires,17709598,8737868,0.493397309187933
204,Buenos Aires,06,2021-07-21,101787,54525,3653.0,06,Buenos Aires,17709598,8839655,0.49914487048209677
205,Buenos Aires,06,2021-07-22,116052,18020,3628.0,06,Buenos Aires,17709598,8955707,0.5056979271917974
206,Buenos Aires,06,2021-07-23,117882,6748,3706.0,06,Buenos Aires,17709598,9073589,0.5123543176982335
207,Buenos Aires,06,2021-07-24,97721,4508,1951.0,06,Buenos Aires,17709598,9171310,0.5178722859773554
208,Buenos Aires,06,2021-07-25,81877,624,1334.0,06,Buenos Aires,17709598,9253187,0.5224955981496587
209,Buenos Aires,06,2021-07-26,123622,4432,4179.0,06,Buenos Aires,17709598,9376809,0.5294761066851997
210,Buenos Aires,06,2021-07-27,58225,65854,1824.0,06,Buenos Aires,17709598,9435034,0.532763871884613
211,Buenos Aires,06,2021-07-28,61975,67379,,06,Buenos Aires,17709598,9497009,0.5362633866675008
212,Buenos Aires,06,2021-07-29,59715,56219,,06,Buenos Aires,17709598,9556724,0.5396352870347481
213,CABA,02,2020-12-29,775,1,1269.0,02,CABA,3078836,775,0.000251718506604444
214,CABA,02,2020-12-30,961,0,1240.0,02,CABA,3078836,1736,0.0005638494547939546
215,CABA,02,2020-12-31,97,0,809.0,02,CABA,3078836,1833,0.0005953548678786398
216,CABA,02,2021-01-02,429,0,834.0,02,CABA,3078836,2262,0.0007346932412119386
217,CABA,02,2021-01-03,170,0,900.0,02,CABA,3078836,2432,0.0007899089136283972
218,CABA,02,2021-01-04,965,0,1664.0,02,CABA,3078836,3397,0.0011033390541100598
219,CABA,02,2021-01-05,1350,1,1539.0,02,CABA,3078836,4747,0.0015418164527113494
220,CABA,02,2021-01-06,1435,0,1678.0,02,CABA,3078836,6182,0.0020079016875208682
221,CABA,02,2021-01-07,1590,0,1415.0,02,CABA,3078836,7772,0.002524330623651276
222,CABA,02,2021-01-08,1865,1,1268.0,02,CABA,3078836,9637,0.003130079029867132
223,CABA,02,2021-01-09,439,0,1289.0,02,CABA,3078836,10076,0.00327266538393081
224,CABA,02,2021-01-10,570,0,1047.0,02,CABA,3078836,10646,0.0034578002855624656
225,CABA,02,2021-01-11,1831,1,1472.0,02,CABA,3078836,12477,0.00405250555729503
226,CABA,02,2021-01-12,1693,0,1225.0,02,CABA,3078836,14170,0.00460238869494835
227,CABA,02,2021-01-13,1362,0,1471.0,02,CABA,3078836,15532,0.0050447636704260964
228,CABA,02,2021-01-14,2234,0,1057.0,02,CABA,3078836,17766,0.005770362565592971
229,CABA,02,2021-01-15,3418,1,1441.0,02,CABA,3078836,21184,0.006880522379236829
230,CABA,02,2021-01-16,1339,0,987.0,02,CABA,3078836,22523,0.0073154269990347
231,CABA,02,2021-01-17,833,1,1032.0,02,CABA,3078836,23356,0.0075859837938753475
232,CABA,02,2021-01-18,507,0,1379.0,02,CABA,3078836,23863,0.00775065641690561
233,CABA,02,2021-01-19,340,423,1249.0,02,CABA,3078836,24203,0.007861087761738527
234,CABA,02,2021-01-20,187,663,1498.0,02,CABA,3078836,24390,0.007921825001396631
235,CABA,02,2021-01-21,216,238,1182.0,02,CABA,3078836,24606,0.007991981385172839
236,CABA,02,2021-01-22,184,80,1126.0,02,CABA,3078836,24790,0.008051744230611828
237,CABA,02,2021-01-23,5,316,815.0,02,CABA,3078836,24795,0.008053368220977018
238,CABA,02,2021-01-24,61,129,902.0,02,CABA,3078836,24856,0.008073180903432337
239,CABA,02,2021-01-25,202,752,1260.0,02,CABA,3078836,25058,0.008138790114186011
240,CABA,02,2021-01-26,40,1016,1309.0,02,CABA,3078836,25098,0.00815178203710753
241,CABA,02,2021-01-27,24,1123,1205.0,02,CABA,3078836,25122,0.008159577190860441
242,CABA,02,2021-01-28,31,1264,1095.0,02,CABA,3078836,25153,0.00816964593112462
243,CABA,02,2021-01-29,22,1702,1062.0,02,CABA,3078836,25175,0.008176791488731456
244,CABA,02,2021-01-30,0,416,884.0,02,CABA,3078836,25175,0.008176791488731456
245,CABA,02,2021-01-31,1,342,923.0,02,CABA,3078836,25176,0.008177116286804493
246,CABA,02,2021-02-01,16,1503,1289.0,02,CABA,3078836,25192,0.008182313055973101
247,CABA,02,2021-02-02,1731,1472,1203.0,02,CABA,3078836,26923,0.008744538520401865
248,CABA,02,2021-02-03,2360,1220,1126.0,02,CABA,3078836,29283,0.009511061972771528
249,CABA,02,2021-02-04,1816,1809,1041.0,02,CABA,3078836,31099,0.010100895273408522
250,CABA,02,2021-02-05,2854,2814,774.0,02,CABA,3078836,33953,0.011027868973858952
251,CABA,02,2021-02-06,298,947,651.0,02,CABA,3078836,34251,0.011124658799624274
252,CABA,02,2021-02-07,375,631,517.0,02,CABA,3078836,34626,0.011246458077013521
253,CABA,02,2021-02-08,1248,1283,997.0,02,CABA,3078836,35874,0.011651806072164934
