,jurisdiccion_aplicacion,jurisdiccion_aplicacion_id,fecha_aplicacion,Vacunas1,Vacunas2,Casos,id,provincia,poblacion_2021_est,Vacunas_Acum,Porcentaje_Poblacion_Vacunada
962,Chubut,26,2021-05-15,513,11,217.0,26,Chubut,629181,112814,0.17930293508545236
963,Chubut,26,2021-05-16,393,92,58.0,26,Chubut,629181,113207,0.1799275566172532
964,Chubut,26,2021-05-17,814,1460,348.0,26,Chubut,629181,114021,0.18122130197828606
965,Chubut,26,2021-05-18,842,1474,359.0,26,Chubut,629181,114863,0.18255954963675
966,Chubut,26,2021-05-19,1284,1114,382.0,26,Chubut,629181,116147,0.18460029784751925
967,Chubut,26,2021-05-20,1176,706,421.0,26,Chubut,629181,117323,0.18646939433962564
968,Chubut,26,2021-05-21,1611,788,297.0,26,Chubut,629181,118934,0.18902986580967956
969,Chubut,26,2021-05-22,29,745,246.0,26,Chubut,629181,118963,0.18907595747487607
970,Chubut,26,2021-05-23,3,9,157.0,26,Chubut,629181,118966,0.18908072557817227
971,Chubut,26,2021-05-24,914,93,238.0,26,Chubut,629181,119880,0.19053340771574476
972,Chubut,26,2021-05-25,354,10,205.0,26,Chubut,629181,120234,0.19109604390469515
973,Chubut,26,2021-05-26,1665,738,560.0,26,Chubut,629181,121899,0.1937423412340805
974,Chubut,26,2021-05-27,1560,1510,461.0,26,Chubut,629181,123459,0.1962217549480992
975,Chubut,26,2021-05-28,718,1931,391.0,26,Chubut,629181,124177,0.19736292100365396
976,Chubut,26,2021-05-29,135,690,252.0,26,Chubut,629181,124312,0.1975774856519825
977,Chubut,26,2021-05-30,466,795,151.0,26,Chubut,629181,124778,0.19831813103065732
978,Chubut,26,2021-05-31,1213,1037,569.0,26,Chubut,629181,125991,0.2002460341300834
979,Chubut,26,2021-06-01,2034,1059,542.0,26,Chubut,629181,128025,0.20347880816490008
980,Chubut,26,2021-06-02,2265,714,509.0,26,Chubut,629181,130290,0.20707872615352338
981,Chubut,26,2021-06-03,2775,971,492.0,26,Chubut,629181,133065,0.21148922170249895
982,Chubut,26,2021-06-04,2542,627,358.0,26,Chubut,629181,135607,0.21552939456213713
983,Chubut,26,2021-06-05,2172,124,325.0,26,Chubut,629181,137779,0.21898150134857855
984,Chubut,26,2021-06-06,1116,26,112.0,26,Chubut,629181,138895,0.22075523577476117
985,Chubut,26,2021-06-07,3552,304,259.0,26,Chubut,629181,142447,0.22640067007744988
986,Chubut,26,2021-06-08,4146,304,376.0,26,Chubut,629181,146593,0.23299018883278422
987,Chubut,26,2021-06-09,3885,194,274.0,26,Chubut,629181,150478,0.23916488260135002
988,Chubut,26,2021-06-10,4168,397,265.0,26,Chubut,629181,154646,0.24578936744752305
989,Chubut,26,2021-06-11,4212,344,250.0,26,Chubut,629181,158858,0.25248378447537356
990,Chubut,26,2021-06-12,2017,656,140.0,26,Chubut,629181,160875,0.2556895392581785
991,Chubut,26,2021-06-13,824,401,46.0,26,Chubut,629181,161699,0.2569991782968653
992,Chubut,26,2021-06-14,4585,468,242.0,26,Chubut,629181,166284,0.26428642950120873
993,Chubut,26,2021-06-15,5185,780,310.0,26,Chubut,629181,171469,0.2725273013647901
994,Chubut,26,2021-06-16,6116,678,367.0,26,Chubut,629181,177585,0.2822478746179557
995,Chubut,26,2021-06-17,5133,730,187.0,26,Chubut,629181,182718,0.2904060993577365
996,Chubut,26,2021-06-18,6046,722,168.0,26,Chubut,629181,188764,0.30001541686732436
997,Chubut,26,2021-06-19,1295,2608,189.0,26,Chubut,629181,190059,0.30207364812351295
998,Chubut,26,2021-06-20,72,9,53.0,26,Chubut,629181,190131,0.3021880826026215
999,Chubut,26,2021-06-21,2345,18,185.0,26,Chubut,629181,192476,0.30591515001247654
1000,Chubut,26,2021-06-22,5403,414,263.0,26,Chubut,629181,197879,0.3145025040489144
1001,Chubut,26,2021-06-23,4848,367,323.0,26,Chubut,629181,202727,0.3222077589755571
1002,Chubut,26,2021-06-24,5931,506,280.0,26,Chubut,629181,208658,0.33163429919212434
1003,Chubut,26,2021-06-25,6720,642,239.0,26,Chubut,629181,215378,0.3423148505755895
1004,Chubut,26,2021-06-26,3035,283,165.0,26,Chubut,629181,218413,0.3471385817435682
1005,Chubut,26,2021-06-27,1580,0,144.0,26,Chubut,629181,219993,0.3496497828128949
1006,Chubut,26,2021-06-28,5785,270,317.0,26,Chubut,629181,225778,0.3588442753357142
1007,Chubut,26,2021-06-29,6203,361,217.0,26,Chubut,629181,231981,0.36870312358446933
1008,Chubut,26,2021-06-30,5668,747,230.0,26,Chubut,629181,237649,0.3777116600787373
1009,Chubut,26,2021-07-01,5237,685,258.0,26,Chubut,629181,242886,0.3860351790661193
1010,Chubut,26,2021-07-02,6025,276,203.0,26,Chubut,629181,248911,0.3956111198526338
1011,Chubut,26,2021-07-03,2386,36,107.0,26,Chubut,629181,251297,0.3994033513408701
1012,Chubut,26,2021-07-04,266,854,35.0,26,Chubut,629181,251563,0.3998261231664656
1013,Chubut,26,2021-07-05,4388,816,213.0,26,Chubut,629181,255951,0.4068002689210259
1014,Chubut,26,2021-07-06,3672,1103,238.0,26,Chubut,629181,259623,0.4126364273555622
1015,Chubut,26,2021-07-07,3561,940,240.0,26,Chubut,629181,263184,0.4182961659681395
1016,Chubut,26,2021-07-08,4077,1746,193.0,26,Chubut,629181,267261,0.4247760183476615
1017,Chubut,26,2021-07-09,1320,1342,116.0,26,Chubut,629181,268581,0.426873983797985
1018,Chubut,26,2021-07-10,153,383,101.0,26,Chubut,629181,268734,0.42711715706609066
1019,Chubut,26,2021-07-11,4,1,72.0,26,Chubut,629181,268738,0.42712351453715225
1020,Chubut,26,2021-07-12,2079,2474,256.0,26,Chubut,629181,270817,0.4304278101214118
1021,Chubut,26,2021-07-13,2955,1072,215.0,26,Chubut,629181,273772,0.43512439186815877
1022,Chubut,26,2021-07-14,3528,904,210.0,26,Chubut,629181,277300,0.440731681344478
1023,Chubut,26,2021-07-15,3482,883,196.0,26,Chubut,629181,280782,0.44626585990358897
1024,Chubut,26,2021-07-16,4339,1473,140.0,26,Chubut,629181,285121,0.4531621266376448
1025,Chubut,26,2021-07-17,1290,503,134.0,26,Chubut,629181,286411,0.4552124110550064
1026,Chubut,26,2021-07-18,5,2,53.0,26,Chubut,629181,286416,0.4552203578938334
1027,Chubut,26,2021-07-19,1375,2816,199.0,26,Chubut,629181,287791,0.4574057385712537
1028,Chubut,26,2021-07-20,2409,1732,192.0,26,Chubut,629181,290200,0.4612345255180942
1029,Chubut,26,2021-07-21,3441,736,197.0,26,Chubut,629181,293641,0.46670353999882386
1030,Chubut,26,2021-07-22,3374,756,275.0,26,Chubut,629181,297015,0.472066066839272
1031,Chubut,26,2021-07-23,3889,1306,132.0,26,Chubut,629181,300904,0.4782471180788994
1032,Chubut,26,2021-07-24,1895,168,41.0,26,Chubut,629181,302799,0.48125896999432594
1033,Chubut,26,2021-07-25,1,0,38.0,26,Chubut,629181,302800,0.48126055936209133
1034,Chubut,26,2021-07-26,3503,707,202.0,26,Chubut,629181,306303,0.48682811464427567
1035,Chubut,26,2021-07-27,1304,2181,111.0,26,Chubut,629181,307607,0.48890065021035284
1036,Chubut,26,2021-07-28,413,1695,,26,Chubut,629181,308020,0.4895570590974616
1037,Chubut,26,2021-07-29,3099,1081,,26,Chubut,629181,311119,0.4944825098024257
1038,Corrientes,18,2020-12-29,343,0,59.0,18,Corrientes,1130320,343,0.00030345388916413053
1039,Corrientes,18,2020-12-30,573,0,189.0,18,Corrientes,1130320,916,0.0008103899780593106
1040,Corrientes,18,2020-12-31,104,0,40.0,18,Corrientes,1130320,1020,0.0009023993205463939
1041,Corrientes,18,2021-01-01,2,0,59.0,18,Corrientes,1130320,1022,0.0009041687309788379
1042,Corrientes,18,2021-01-02,147,0,97.0,18,Corrientes,1130320,1169,0.0010342203977634652
1043,Corrientes,18,2021-01-03,3,0,70.0,18,Corrientes,1130320,1172,0.001036874513412131
1044,Corrientes,18,2021-01-04,380,0,165.0,18,Corrientes,1130320,1552,0.001373062495576474
1045,Corrientes,18,2021-01-05,284,1,185.0,18,Corrientes,1130320,1836,0.001624318776983509
1046,Corrientes,18,2021-01-06,149,0,187.0,18,Corrientes,1130320,1985,0.0017561398542005804
1047,Corrientes,18,2021-01-07,186,0,247.0,18,Corrientes,1130320,2171,0.001920695024417864
1048,Corrientes,18,2021-01-08,112,0,371.0,18,Corrientes,1130320,2283,0.002019782008634723
1049,Corrientes,18,2021-01-09,8,0,93.0,18,Corrientes,1130320,2291,0.0020268596503644986
1050,Corrientes,18,2021-01-10,24,0,122.0,18,Corrientes,1130320,2315,0.0020480925755538256
1051,Corrientes,18,2021-01-11,312,0,320.0,18,Corrientes,1130320,2627,0.002324120603015075
1052,Corrientes,18,2021-01-12,487,0,325.0,18,Corrientes,1130320,3114,0.0027549720433151675
1053,Corrientes,18,2021-01-13,170,0,362.0,18,Corrientes,1130320,3284,0.0029053719300728997
1054,Corrientes,18,2021-01-14,619,0,303.0,18,Corrientes,1130320,3903,0.00345300445891429
1055,Corrientes,18,2021-01-15,326,0,160.0,18,Corrientes,1130320,4229,0.0037414183594026472
1056,Corrientes,18,2021-01-16,100,0,39.0,18,Corrientes,1130320,4329,0.0038298888810248425
1057,Corrientes,18,2021-01-18,118,0,118.0,18,Corrientes,1130320,4447,0.003934284096539033
1058,Corrientes,18,2021-01-19,100,40,108.0,18,Corrientes,1130320,4547,0.004022754618161229
1059,Corrientes,18,2021-01-20,98,202,99.0,18,Corrientes,1130320,4645,0.00410945572935098
1060,Corrientes,18,2021-01-21,556,475,197.0,18,Corrientes,1130320,5201,0.004601351829570387
1061,Corrientes,18,2021-01-22,730,144,175.0,18,Corrientes,1130320,5931,0.0052471866374124146
1062,Corrientes,18,2021-01-23,234,98,134.0,18,Corrientes,1130320,6165,0.005454207658008352
1063,Corrientes,18,2021-01-25,331,349,289.0,18,Corrientes,1130320,6496,0.005747045084577819
1064,Corrientes,18,2021-01-26,174,243,142.0,18,Corrientes,1130320,6670,0.005900983792200439
1065,Corrientes,18,2021-01-27,172,189,193.0,18,Corrientes,1130320,6842,0.006053153089390615
1066,Corrientes,18,2021-01-28,0,188,146.0,18,Corrientes,1130320,6842,0.006053153089390615
1067,Corrientes,18,2021-01-29,1,117,219.0,18,Corrientes,1130320,6843,0.006054037794606837
1068,Corrientes,18,2021-01-30,0,15,42.0,18,Corrientes,1130320,6843,0.006054037794606837
1069,Corrientes,18,2021-02-01,2,281,295.0,18,Corrientes,1130320,6845,0.0060558072050392805
1070,Corrientes,18,2021-02-02,232,376,189.0,18,Corrientes,1130320,7077,0.006261058815202774
1071,Corrientes,18,2021-02-03,336,229,259.0,18,Corrientes,1130320,7413,0.006558319767853351
1072,Corrientes,18,2021-02-04,261,577,352.0,18,Corrientes,1130320,7674,0.006789227829287281
1073,Corrientes,18,2021-02-05,171,332,81.0,18,Corrientes,1130320,7845,0.006940512421261235
1074,Corrientes,18,2021-02-06,51,78,266.0,18,Corrientes,1130320,7896,0.006985632387288556
1075,Corrientes,18,2021-02-07,9,8,91.0,18,Corrientes,1130320,7905,0.006993594734234553
1076,Corrientes,18,2021-02-08,76,113,144.0,18,Corrientes,1130320,7981,0.007060832330667422
1077,Corrientes,18,2021-02-09,46,89,133.0,18,Corrientes,1130320,8027,0.007101528770613631
1078,Corrientes,18,2021-02-10,55,92,51.0,18,Corrientes,1130320,8082,0.007150187557505839
1079,Corrientes,18,2021-02-11,136,527,65.0,18,Corrientes,1130320,8218,0.0072705074669120245
1080,Corrientes,18,2021-02-12,100,730,46.0,18,Corrientes,1130320,8318,0.007358977988534221
1081,Corrientes,18,2021-02-13,6,217,78.0,18,Corrientes,1130320,8324,0.0073642862198315525
1082,Corrientes,18,2021-02-14,1,1,41.0,18,Corrientes,1130320,8325,0.007365170925047774
1083,Corrientes,18,2021-02-15,6,137,356.0,18,Corrientes,1130320,8331,0.007370479156345106
1084,Corrientes,18,2021-02-16,13,164,713.0,18,Corrientes,1130320,8344,0.007381980324155991
1085,Corrientes,18,2021-02-17,58,279,73.0,18,Corrientes,1130320,8402,0.007433293226696865
1086,Corrientes,18,2021-02-18,107,80,129.0,18,Corrientes,1130320,8509,0.007527956684832614
1087,Corrientes,18,2021-02-19,392,41,207.0,18,Corrientes,1130320,8901,0.00787476112959162
1088,Corrientes,18,2021-02-20,239,5,17.0,18,Corrientes,1130320,9140,0.008086205676268667
1089,Corrientes,18,2021-02-21,142,1,210.0,18,Corrientes,1130320,9282,0.008211833816972184
1090,Corrientes,18,2021-02-22,1555,30,105.0,18,Corrientes,1130320,10837,0.009587550428197325
1091,Corrientes,18,2021-02-23,1355,206,113.0,18,Corrientes,1130320,12192,0.010786325996178073
1092,Corrientes,18,2021-02-24,1065,274,119.0,18,Corrientes,1130320,13257,0.011728537051454456
1093,Corrientes,18,2021-02-25,801,236,147.0,18,Corrientes,1130320,14058,0.012437185929648242
1094,Corrientes,18,2021-02-26,1207,206,159.0,18,Corrientes,1130320,15265,0.01350502512562814
1095,Corrientes,18,2021-02-27,618,51,106.0,18,Corrientes,1130320,15883,0.014051772949253308
1096,Corrientes,18,2021-02-28,64,2,51.0,18,Corrientes,1130320,15947,0.014108394083091514
1097,Corrientes,18,2021-03-01,1345,95,96.0,18,Corrientes,1130320,17292,0.015298322598910043
1098,Corrientes,18,2021-03-02,1508,72,272.0,18,Corrientes,1130320,18800,0.016632458064972752
1099,Corrientes,18,2021-03-03,1347,58,233.0,18,Corrientes,1130320,20147,0.017824155991223726
1100,Corrientes,18,2021-03-04,1949,52,312.0,18,Corrientes,1130320,22096,0.019548446457640315
1101,Corrientes,18,2021-03-05,2677,50,154.0,18,Corrientes,1130320,24773,0.021916802321466488
1102,Corrientes,18,2021-03-06,1897,6,178.0,18,Corrientes,1130320,26670,0.023595088116639535
1103,Corrientes,18,2021-03-07,4,0,138.0,18,Corrientes,1130320,26674,0.023598626937504422
1104,Corrientes,18,2021-03-08,847,9,216.0,18,Corrientes,1130320,27521,0.024347972255644418
1105,Corrientes,18,2021-03-09,3148,33,201.0,18,Corrientes,1130320,30669,0.027133024276311132
1106,Corrientes,18,2021-03-10,3417,51,341.0,18,Corrientes,1130320,34086,0.030156062000141554
1107,Corrientes,18,2021-03-11,2815,91,335.0,18,Corrientes,1130320,36901,0.03264650718380636
1108,Corrientes,18,2021-03-12,2024,345,209.0,18,Corrientes,1130320,38925,0.034437150541439594
1109,Corrientes,18,2021-03-13,1143,205,285.0,18,Corrientes,1130320,40068,0.03544836860358129
1110,Corrientes,18,2021-03-14,113,0,130.0,18,Corrientes,1130320,40181,0.03554834029301437
1111,Corrientes,18,2021-03-15,1644,704,67.0,18,Corrientes,1130320,41825,0.03700279566848326
1112,Corrientes,18,2021-03-16,1032,372,279.0,18,Corrientes,1130320,42857,0.03791581145162432
1113,Corrientes,18,2021-03-17,1738,442,233.0,18,Corrientes,1130320,44595,0.03945342911741807
1114,Corrientes,18,2021-03-18,3268,682,507.0,18,Corrientes,1130320,47863,0.04234464576403142
1115,Corrientes,18,2021-03-19,2367,778,226.0,18,Corrientes,1130320,50230,0.04443874301082879
1116,Corrientes,18,2021-03-20,1991,295,236.0,18,Corrientes,1130320,52221,0.046200191096326705
1117,Corrientes,18,2021-03-21,15,123,101.0,18,Corrientes,1130320,52236,0.046213461674570036
1118,Corrientes,18,2021-03-22,2319,630,245.0,18,Corrientes,1130320,54555,0.048265093070988745
1119,Corrientes,18,2021-03-23,4330,471,264.0,18,Corrientes,1130320,58885,0.05209586665722981
1120,Corrientes,18,2021-03-24,3172,513,136.0,18,Corrientes,1130320,62057,0.05490215160308585
1121,Corrientes,18,2021-03-25,2774,409,461.0,18,Corrientes,1130320,64831,0.057356323872885556
1122,Corrientes,18,2021-03-26,1350,197,346.0,18,Corrientes,1130320,66181,0.058550675914785195
1123,Corrientes,18,2021-03-27,189,29,333.0,18,Corrientes,1130320,66370,0.058717885200651146
1124,Corrientes,18,2021-03-28,222,0,338.0,18,Corrientes,1130320,66592,0.05891428975865242
1125,Corrientes,18,2021-03-29,4487,202,281.0,18,Corrientes,1130320,71079,0.06288396206384032
1126,Corrientes,18,2021-03-30,4220,138,825.0,18,Corrientes,1130320,75299,0.06661741807629698
1127,Corrientes,18,2021-03-31,2088,238,283.0,18,Corrientes,1130320,77387,0.06846468256776841
1128,Corrientes,18,2021-04-01,7609,306,405.0,18,Corrientes,1130320,84996,0.07519640455800128
1129,Corrientes,18,2021-04-02,953,127,219.0,18,Corrientes,1130320,85949,0.0760395286290608
1130,Corrientes,18,2021-04-03,601,0,207.0,18,Corrientes,1130320,86550,0.07657123646401019
1131,Corrientes,18,2021-04-04,12,0,11.0,18,Corrientes,1130320,86562,0.07658185292660485
1132,Corrientes,18,2021-04-05,1317,1,53.0,18,Corrientes,1130320,87879,0.07774700969636918
1133,Corrientes,18,2021-04-06,1420,2,457.0,18,Corrientes,1130320,89299,0.07900329110340434
1134,Corrientes,18,2021-04-07,4229,1,416.0,18,Corrientes,1130320,93528,0.08274470946280699
1135,Corrientes,18,2021-04-08,4121,165,502.0,18,Corrientes,1130320,97649,0.08639057965885767
1136,Corrientes,18,2021-04-09,3352,230,400.0,18,Corrientes,1130320,101001,0.08935611154363367
1137,Corrientes,18,2021-04-10,3074,84,224.0,18,Corrientes,1130320,104075,0.09207569537829995
1138,Corrientes,18,2021-04-11,42,0,211.0,18,Corrientes,1130320,104117,0.09211285299738127
1139,Corrientes,18,2021-04-12,5173,28,62.0,18,Corrientes,1130320,109290,0.09668943308089745
1140,Corrientes,18,2021-04-13,4689,9,446.0,18,Corrientes,1130320,113979,0.10083781583976219
1141,Corrientes,18,2021-04-14,3984,61,174.0,18,Corrientes,1130320,117963,0.10436248142119046
1142,Corrientes,18,2021-04-15,3493,7,172.0,18,Corrientes,1130320,121456,0.10745275674145374
1143,Corrientes,18,2021-04-16,3447,14,174.0,18,Corrientes,1130320,124903,0.11050233562177082
1144,Corrientes,18,2021-04-17,2445,1,278.0,18,Corrientes,1130320,127348,0.11266543987543351
1145,Corrientes,18,2021-04-18,81,0,181.0,18,Corrientes,1130320,127429,0.11273710099794748
1146,Corrientes,18,2021-04-19,3083,51,131.0,18,Corrientes,1130320,130512,0.11546464717955977
1147,Corrientes,18,2021-04-20,2804,11,285.0,18,Corrientes,1130320,133316,0.11794536060584614
1148,Corrientes,18,2021-04-21,1784,3,239.0,18,Corrientes,1130320,135100,0.1195236747115861
1149,Corrientes,18,2021-04-22,1531,78,400.0,18,Corrientes,1130320,136631,0.12087815839762191
1150,Corrientes,18,2021-04-23,3028,115,291.0,18,Corrientes,1130320,139659,0.12355704579234199
1151,Corrientes,18,2021-04-24,3807,10,344.0,18,Corrientes,1130320,143466,0.12692511855049898
1152,Corrientes,18,2021-04-25,566,5,185.0,18,Corrientes,1130320,144032,0.1274258617028806
1153,Corrientes,18,2021-04-26,7749,18,135.0,18,Corrientes,1130320,151781,0.13428144242338452
1154,Corrientes,18,2021-04-27,4270,11,266.0,18,Corrientes,1130320,156051,0.13805913369665226
1155,Corrientes,18,2021-04-28,4114,144,191.0,18,Corrientes,1130320,160165,0.14169881095618939
1156,Corrientes,18,2021-04-29,2630,41,198.0,18,Corrientes,1130320,162795,0.14402558567485313
1157,Corrientes,18,2021-04-30,2519,46,166.0,18,Corrientes,1130320,165314,0.14625415811451625
1158,Corrientes,18,2021-05-01,243,2,158.0,18,Corrientes,1130320,165557,0.14646914148205817
1159,Corrientes,18,2021-05-02,5,0,79.0,18,Corrientes,1130320,165562,0.1464735650081393
1160,Corrientes,18,2021-05-03,1073,339,122.0,18,Corrientes,1130320,166635,0.14742285370514543
1161,Corrientes,18,2021-05-04,3051,1895,324.0,18,Corrientes,1130320,169686,0.15012208931983864
1162,Corrientes,18,2021-05-05,3053,2270,210.0,18,Corrientes,1130320,172739,0.15282309434496424
1163,Corrientes,18,2021-05-06,3326,2346,214.0,18,Corrientes,1130320,176065,0.1557656238941185
1164,Corrientes,18,2021-05-07,4912,2222,240.0,18,Corrientes,1130320,180977,0.1601112959162007
1165,Corrientes,18,2021-05-08,1967,1277,153.0,18,Corrientes,1130320,182944,0.1618515110765093
1166,Corrientes,18,2021-05-09,44,3,246.0,18,Corrientes,1130320,182988,0.16189043810602308
1167,Corrientes,18,2021-05-10,1462,861,216.0,18,Corrientes,1130320,184450,0.16318387713213958
1168,Corrientes,18,2021-05-11,4249,1311,31.0,18,Corrientes,1130320,188699,0.16694298959586665
1169,Corrientes,18,2021-05-12,4386,1399,473.0,18,Corrientes,1130320,193085,0.17082330667421616
1170,Corrientes,18,2021-05-13,1259,2372,386.0,18,Corrientes,1130320,194344,0.1719371505414396
1171,Corrientes,18,2021-05-14,728,4454,65.0,18,Corrientes,1130320,195072,0.17258121593884918
1172,Corrientes,18,2021-05-15,2110,260,16.0,18,Corrientes,1130320,197182,0.1744479439450775
1173,Corrientes,18,2021-05-16,6,21,310.0,18,Corrientes,1130320,197188,0.17445325217637483
1174,Corrientes,18,2021-05-17,1945,2533,293.0,18,Corrientes,1130320,199133,0.17617400382192652
1175,Corrientes,18,2021-05-18,3654,1422,1123.0,18,Corrientes,1130320,202787,0.17940671668200156
1176,Corrientes,18,2021-05-19,4079,1185,289.0,18,Corrientes,1130320,206866,0.1830154292589709
1177,Corrientes,18,2021-05-20,4236,1033,756.0,18,Corrientes,1130320,211102,0.1867630405548871
1178,Corrientes,18,2021-05-21,3699,1319,691.0,18,Corrientes,1130320,214801,0.1900355651496921
1179,Corrientes,18,2021-05-22,1674,1054,3778.0,18,Corrientes,1130320,216475,0.19151656168164768
1180,Corrientes,18,2021-05-23,351,8,241.0,18,Corrientes,1130320,216826,0.19182709321254157
1181,Corrientes,18,2021-05-24,4844,873,210.0,18,Corrientes,1130320,221670,0.19611260527992072
1182,Corrientes,18,2021-05-25,2871,58,672.0,18,Corrientes,1130320,224541,0.19865259395569396
1183,Corrientes,18,2021-05-26,1441,4920,483.0,18,Corrientes,1130320,225982,0.1999274541722698
1184,Corrientes,18,2021-05-27,1305,2891,620.0,18,Corrientes,1130320,227287,0.20108199447943945
1185,Corrientes,18,2021-05-28,7795,1611,598.0,18,Corrientes,1130320,235082,0.20797827163988958
1186,Corrientes,18,2021-05-29,3937,3581,614.0,18,Corrientes,1130320,239019,0.21146135607615543
1187,Corrientes,18,2021-05-30,2463,424,312.0,18,Corrientes,1130320,241482,0.2136403850237101
1188,Corrientes,18,2021-05-31,2762,4366,285.0,18,Corrientes,1130320,244244,0.21608394083091514
1189,Corrientes,18,2021-06-01,4610,4530,577.0,18,Corrientes,1130320,248854,0.22016243187769835
1190,Corrientes,18,2021-06-02,4881,3570,579.0,18,Corrientes,1130320,253735,0.22448067803807772
1191,Corrientes,18,2021-06-03,3788,1657,542.0,18,Corrientes,1130320,257523,0.22783194139712648
1192,Corrientes,18,2021-06-04,6073,1494,567.0,18,Corrientes,1130320,263596,0.23320475617524242
1193,Corrientes,18,2021-06-05,9746,226,749.0,18,Corrientes,1130320,273342,0.2418270932125416
1194,Corrientes,18,2021-06-06,5942,18,9.0,18,Corrientes,1130320,279284,0.24708401160733243
1195,Corrientes,18,2021-06-07,9714,472,315.0,18,Corrientes,1130320,288998,0.2556780380777125
1196,Corrientes,18,2021-06-08,6510,1644,808.0,18,Corrientes,1130320,295508,0.26143746903531745
1197,Corrientes,18,2021-06-09,6768,592,573.0,18,Corrientes,1130320,302276,0.26742515393870764
1198,Corrientes,18,2021-06-10,7992,779,578.0,18,Corrientes,1130320,310268,0.2744957180267535
1199,Corrientes,18,2021-06-11,8412,1429,85.0,18,Corrientes,1130320,318680,0.2819378583056126
1200,Corrientes,18,2021-06-12,5487,4625,231.0,18,Corrientes,1130320,324167,0.28679223582702246
1201,Corrientes,18,2021-06-13,249,2802,354.0,18,Corrientes,1130320,324416,0.2870125274258617
1202,Corrientes,18,2021-06-14,1934,3636,155.0,18,Corrientes,1130320,326350,0.288723547314035
1203,Corrientes,18,2021-06-15,3335,848,670.0,18,Corrientes,1130320,329685,0.2916740392101352
1204,Corrientes,18,2021-06-16,1220,1973,449.0,18,Corrientes,1130320,330905,0.29275337957392594
1205,Corrientes,18,2021-06-17,1193,5656,324.0,18,Corrientes,1130320,332098,0.29380883289687876
1206,Corrientes,18,2021-06-18,699,5493,640.0,18,Corrientes,1130320,332797,0.2944272418430179
1207,Corrientes,18,2021-06-19,695,445,492.0,18,Corrientes,1130320,333492,0.29504211196829216
1208,Corrientes,18,2021-06-20,8,2,403.0,18,Corrientes,1130320,333500,0.29504918961002197
1209,Corrientes,18,2021-06-21,90,41,550.0,18,Corrientes,1130320,333590,0.2951288130794819
1210,Corrientes,18,2021-06-22,1514,2277,538.0,18,Corrientes,1130320,335104,0.29646825677684197
1211,Corrientes,18,2021-06-23,1962,862,419.0,18,Corrientes,1130320,337066,0.29820404841106946
1212,Corrientes,18,2021-06-24,7556,711,638.0,18,Corrientes,1130320,344622,0.3048888810248425
1213,Corrientes,18,2021-06-25,5794,589,640.0,18,Corrientes,1130320,350416,0.31001486304763254
1214,Corrientes,18,2021-06-26,8403,71,607.0,18,Corrientes,1130320,358819,0.3174490409795456
1215,Corrientes,18,2021-06-27,397,102,406.0,18,Corrientes,1130320,359216,0.3178002689503857
1216,Corrientes,18,2021-06-28,6969,2377,275.0,18,Corrientes,1130320,366185,0.32396577960223655
1217,Corrientes,18,2021-06-29,11781,501,600.0,18,Corrientes,1130320,377966,0.3343884917545474
1218,Corrientes,18,2021-06-30,16080,352,631.0,18,Corrientes,1130320,394046,0.34861455163139643
1219,Corrientes,18,2021-07-01,10965,659,518.0,18,Corrientes,1130320,405011,0.35831534432727014
1220,Corrientes,18,2021-07-02,8659,3364,651.0,18,Corrientes,1130320,413670,0.36597600679453607
1221,Corrientes,18,2021-07-03,2464,3317,6.0,18,Corrientes,1130320,416134,0.36815592044730694
1222,Corrientes,18,2021-07-04,1360,3494,492.0,18,Corrientes,1130320,417494,0.3693591195413688
1223,Corrientes,18,2021-07-05,7528,5679,324.0,18,Corrientes,1130320,425022,0.3760191804090877
1224,Corrientes,18,2021-07-06,4140,3064,781.0,18,Corrientes,1130320,429162,0.3796818600042466
1225,Corrientes,18,2021-07-07,7186,2291,145.0,18,Corrientes,1130320,436348,0.38603935168801756
1226,Corrientes,18,2021-07-08,12109,1197,570.0,18,Corrientes,1130320,448457,0.3967522471512492
1227,Corrientes,18,2021-07-09,4555,662,340.0,18,Corrientes,1130320,453012,0.4007820794111402
1228,Corrientes,18,2021-07-10,11773,400,406.0,18,Corrientes,1130320,464785,0.4111977139217213
1229,Corrientes,18,2021-07-11,3206,84,495.0,18,Corrientes,1130320,467991,0.4140340788449289
1230,Corrientes,18,2021-07-12,5826,1848,310.0,18,Corrientes,1130320,473817,0.419188371434638
1231,Corrientes,18,2021-07-13,9021,847,562.0,18,Corrientes,1130320,482838,0.4271692971901762
1232,Corrientes,18,2021-07-14,4275,1228,627.0,18,Corrientes,1130320,487113,0.4309514119895251
1233,Corrientes,18,2021-07-15,5394,1446,643.0,18,Corrientes,1130320,492507,0.4357235119258263
1234,Corrientes,18,2021-07-16,467,139,593.0,18,Corrientes,1130320,492974,0.43613666926180195
1235,Corrientes,18,2021-07-17,2625,27,525.0,18,Corrientes,1130320,495599,0.4384590204543846
1236,Corrientes,18,2021-07-18,13,3994,386.0,18,Corrientes,1130320,495612,0.43847052162219546
1237,Corrientes,18,2021-07-19,5643,505,274.0,18,Corrientes,1130320,501255,0.443462913157336
1238,Corrientes,18,2021-07-20,6536,3610,589.0,18,Corrientes,1130320,507791,0.4492453464505627
1239,Corrientes,18,2021-07-21,9169,1470,499.0,18,Corrientes,1130320,516960,0.4573572085781018
