,fecha_apertura,residencia_provincia_nombre,residencia_provincia_id,cantidad
5092,2020-11-30,Santiago del Estero,86,57
5093,2020-11-30,Tierra del Fuego,94,108
5094,2020-11-30,Tucumán,90,348
5095,2020-12-01,Buenos Aires,06,2117
5096,2020-12-01,CABA,02,324
5097,2020-12-01,Catamarca,10,18
5098,2020-12-01,Chaco,22,192
5099,2020-12-01,Chubut,26,362
5100,2020-12-01,Corrientes,18,117
5101,2020-12-01,Córdoba,14,825
5102,2020-12-01,Entre Ríos,30,314
5103,2020-12-01,Formosa,34,3
5104,2020-12-01,Jujuy,38,7
5105,2020-12-01,La Pampa,42,126
5106,2020-12-01,La Rioja,46,21
5107,2020-12-01,Mendoza,50,229
5108,2020-12-01,Misiones,54,14
5109,2020-12-01,Neuquén,58,254
5110,2020-12-01,Río Negro,62,247
5111,2020-12-01,SIN ESPECIFICAR,99,8
5112,2020-12-01,Salta,66,49
5113,2020-12-01,San Juan,70,338
5114,2020-12-01,San Luis,74,129
5115,2020-12-01,Santa Cruz,78,251
5116,2020-12-01,Santa Fe,82,1377
5117,2020-12-01,Santiago del Estero,86,84
5118,2020-12-01,Tierra del Fuego,94,117
5119,2020-12-01,Tucumán,90,281
5120,2020-12-02,Buenos Aires,06,1905
5121,2020-12-02,CABA,02,355
5122,2020-12-02,Catamarca,10,34
5123,2020-12-02,Chaco,22,295
5124,2020-12-02,Chubut,26,289
5125,2020-12-02,Corrientes,18,210
5126,2020-12-02,Córdoba,14,718
5127,2020-12-02,Entre Ríos,30,258
5128,2020-12-02,Formosa,34,1
5129,2020-12-02,Jujuy,38,13
5130,2020-12-02,La Pampa,42,99
5131,2020-12-02,La Rioja,46,40
5132,2020-12-02,Mendoza,50,218
5133,2020-12-02,Misiones,54,3
5134,2020-12-02,Neuquén,58,204
5135,2020-12-02,Río Negro,62,203
5136,2020-12-02,SIN ESPECIFICAR,99,8
5137,2020-12-02,Salta,66,46
5138,2020-12-02,San Juan,70,233
5139,2020-12-02,San Luis,74,85
5140,2020-12-02,Santa Cruz,78,225
5141,2020-12-02,Santa Fe,82,1220
5142,2020-12-02,Santiago del Estero,86,91
5143,2020-12-02,Tierra del Fuego,94,86
5144,2020-12-02,Tucumán,90,238
5145,2020-12-03,Buenos Aires,06,1814
5146,2020-12-03,CABA,02,343
5147,2020-12-03,Catamarca,10,33
5148,2020-12-03,Chaco,22,242
5149,2020-12-03,Chubut,26,319
5150,2020-12-03,Corrientes,18,589
5151,2020-12-03,Córdoba,14,626
5152,2020-12-03,Entre Ríos,30,272
5153,2020-12-03,Formosa,34,3
5154,2020-12-03,Jujuy,38,4
5155,2020-12-03,La Pampa,42,101
5156,2020-12-03,La Rioja,46,36
5157,2020-12-03,Mendoza,50,176
5158,2020-12-03,Misiones,54,14
5159,2020-12-03,Neuquén,58,265
5160,2020-12-03,Río Negro,62,207
5161,2020-12-03,SIN ESPECIFICAR,99,8
5162,2020-12-03,Salta,66,69
5163,2020-12-03,San Juan,70,136
5164,2020-12-03,San Luis,74,36
5165,2020-12-03,Santa Cruz,78,251
5166,2020-12-03,Santa Fe,82,1357
5167,2020-12-03,Santiago del Estero,86,104
5168,2020-12-03,Tierra del Fuego,94,124
5169,2020-12-03,Tucumán,90,356
5170,2020-12-04,Buenos Aires,06,1765
5171,2020-12-04,CABA,02,357
5172,2020-12-04,Catamarca,10,30
5173,2020-12-04,Chaco,22,240
5174,2020-12-04,Chubut,26,305
5175,2020-12-04,Corrientes,18,278
5176,2020-12-04,Córdoba,14,331
5177,2020-12-04,Entre Ríos,30,261
5178,2020-12-04,Jujuy,38,4
5179,2020-12-04,La Pampa,42,71
5180,2020-12-04,La Rioja,46,24
5181,2020-12-04,Mendoza,50,128
5182,2020-12-04,Misiones,54,3
5183,2020-12-04,Neuquén,58,167
5184,2020-12-04,Río Negro,62,252
5185,2020-12-04,SIN ESPECIFICAR,99,1
5186,2020-12-04,Salta,66,37
5187,2020-12-04,San Juan,70,161
5188,2020-12-04,San Luis,74,82
5189,2020-12-04,Santa Cruz,78,209
5190,2020-12-04,Santa Fe,82,909
5191,2020-12-04,Santiago del Estero,86,71
5192,2020-12-04,Tierra del Fuego,94,62
5193,2020-12-04,Tucumán,90,165
5194,2020-12-05,Buenos Aires,06,936
5195,2020-12-05,CABA,02,254
5196,2020-12-05,Catamarca,10,33
5197,2020-12-05,Chaco,22,101
5198,2020-12-05,Chubut,26,99
5199,2020-12-05,Corrientes,18,83
5200,2020-12-05,Córdoba,14,591
5201,2020-12-05,Entre Ríos,30,170
5202,2020-12-05,Jujuy,38,1
5203,2020-12-05,La Pampa,42,59
5204,2020-12-05,La Rioja,46,23
5205,2020-12-05,Mendoza,50,75
5206,2020-12-05,Misiones,54,11
5207,2020-12-05,Neuquén,58,65
5208,2020-12-05,Río Negro,62,129
5209,2020-12-05,SIN ESPECIFICAR,99,6
5210,2020-12-05,Salta,66,11
5211,2020-12-05,San Juan,70,37
5212,2020-12-05,San Luis,74,21
5213,2020-12-05,Santa Cruz,78,209
5214,2020-12-05,Santa Fe,82,740
5215,2020-12-05,Santiago del Estero,86,63
5216,2020-12-05,Tierra del Fuego,94,71
5217,2020-12-05,Tucumán,90,114
5218,2020-12-06,Buenos Aires,06,610
5219,2020-12-06,CABA,02,206
5220,2020-12-06,Catamarca,10,44
5221,2020-12-06,Chaco,22,89
5222,2020-12-06,Chubut,26,91
5223,2020-12-06,Corrientes,18,112
5224,2020-12-06,Córdoba,14,149
5225,2020-12-06,Entre Ríos,30,62
5226,2020-12-06,Formosa,34,2
5227,2020-12-06,La Pampa,42,59
5228,2020-12-06,La Rioja,46,22
5229,2020-12-06,Mendoza,50,27
5230,2020-12-06,Misiones,54,2
5231,2020-12-06,Neuquén,58,66
5232,2020-12-06,Río Negro,62,58
5233,2020-12-06,SIN ESPECIFICAR,99,5
5234,2020-12-06,Salta,66,15
5235,2020-12-06,San Juan,70,16
5236,2020-12-06,San Luis,74,15
5237,2020-12-06,Santa Cruz,78,100
5238,2020-12-06,Santa Fe,82,460
5239,2020-12-06,Santiago del Estero,86,45
5240,2020-12-06,Tierra del Fuego,94,40
5241,2020-12-06,Tucumán,90,89
5242,2020-12-07,Buenos Aires,06,942
5243,2020-12-07,CABA,02,226
5244,2020-12-07,Catamarca,10,20
5245,2020-12-07,Chaco,22,80
5246,2020-12-07,Chubut,26,125
5247,2020-12-07,Corrientes,18,164
5248,2020-12-07,Córdoba,14,118
5249,2020-12-07,Entre Ríos,30,121
5250,2020-12-07,Formosa,34,1
5251,2020-12-07,La Pampa,42,67
5252,2020-12-07,La Rioja,46,7
5253,2020-12-07,Mendoza,50,29
5254,2020-12-07,Misiones,54,8
5255,2020-12-07,Neuquén,58,279
5256,2020-12-07,Río Negro,62,166
5257,2020-12-07,Salta,66,8
5258,2020-12-07,San Juan,70,90
5259,2020-12-07,San Luis,74,85
5260,2020-12-07,Santa Cruz,78,182
5261,2020-12-07,Santa Fe,82,631
5262,2020-12-07,Santiago del Estero,86,48
5263,2020-12-07,Tierra del Fuego,94,18
5264,2020-12-07,Tucumán,90,78
5265,2020-12-08,Buenos Aires,06,881
5266,2020-12-08,CABA,02,225
5267,2020-12-08,Catamarca,10,14
5268,2020-12-08,Chaco,22,79
5269,2020-12-08,Chubut,26,129
5270,2020-12-08,Corrientes,18,77
5271,2020-12-08,Córdoba,14,299
5272,2020-12-08,Entre Ríos,30,113
5273,2020-12-08,Formosa,34,2
5274,2020-12-08,Jujuy,38,13
5275,2020-12-08,La Pampa,42,87
5276,2020-12-08,La Rioja,46,25
5277,2020-12-08,Mendoza,50,35
5278,2020-12-08,Misiones,54,20
5279,2020-12-08,Neuquén,58,85
5280,2020-12-08,Río Negro,62,52
5281,2020-12-08,SIN ESPECIFICAR,99,3
5282,2020-12-08,Salta,66,17
5283,2020-12-08,San Juan,70,104
5284,2020-12-08,San Luis,74,38
5285,2020-12-08,Santa Cruz,78,189
5286,2020-12-08,Santa Fe,82,546
5287,2020-12-08,Santiago del Estero,86,27
5288,2020-12-08,Tierra del Fuego,94,117
5289,2020-12-08,Tucumán,90,61
5290,2020-12-09,Buenos Aires,06,2130
5291,2020-12-09,CABA,02,377
5292,2020-12-09,Catamarca,10,36
5293,2020-12-09,Chaco,22,200
5294,2020-12-09,Chubut,26,315
5295,2020-12-09,Corrientes,18,179
5296,2020-12-09,Córdoba,14,530
5297,2020-12-09,Entre Ríos,30,314
5298,2020-12-09,Formosa,34,1
5299,2020-12-09,Jujuy,38,5
5300,2020-12-09,La Pampa,42,103
5301,2020-12-09,La Rioja,46,30
5302,2020-12-09,Mendoza,50,175
5303,2020-12-09,Misiones,54,7
5304,2020-12-09,Neuquén,58,273
5305,2020-12-09,Río Negro,62,259
5306,2020-12-09,SIN ESPECIFICAR,99,7
5307,2020-12-09,Salta,66,32
5308,2020-12-09,San Juan,70,182
5309,2020-12-09,San Luis,74,56
5310,2020-12-09,Santa Cruz,78,264
5311,2020-12-09,Santa Fe,82,1105
5312,2020-12-09,Santiago del Estero,86,58
5313,2020-12-09,Tierra del Fuego,94,65
5314,2020-12-09,Tucumán,90,273
5315,2020-12-10,Buenos Aires,06,2177
5316,2020-12-10,CABA,02,501
5317,2020-12-10,Catamarca,10,17
5318,2020-12-10,Chaco,22,229
5319,2020-12-10,Chubut,26,360
5320,2020-12-10,Corrientes,18,196
5321,2020-12-10,Córdoba,14,580
5322,2020-12-10,Entre Ríos,30,276
5323,2020-12-10,Jujuy,38,15
5324,2020-12-10,La Pampa,42,140
5325,2020-12-10,La Rioja,46,10
5326,2020-12-10,Mendoza,50,118
5327,2020-12-10,Misiones,54,14
5328,2020-12-10,Neuquén,58,276
5329,2020-12-10,Río Negro,62,273
5330,2020-12-10,SIN ESPECIFICAR,99,5
5331,2020-12-10,Salta,66,43
5332,2020-12-10,San Juan,70,249
5333,2020-12-10,San Luis,74,68
5334,2020-12-10,Santa Cruz,78,246
5335,2020-12-10,Santa Fe,82,1116
5336,2020-12-10,Santiago del Estero,86,57
5337,2020-12-10,Tierra del Fuego,94,78
5338,2020-12-10,Tucumán,90,214
5339,2020-12-11,Buenos Aires,06,2061
5340,2020-12-11,CABA,02,448
5341,2020-12-11,Catamarca,10,33
5342,2020-12-11,Chaco,22,171
5343,2020-12-11,Chubut,26,363
5344,2020-12-11,Corrientes,18,70
5345,2020-12-11,Córdoba,14,360
5346,2020-12-11,Entre Ríos,30,345
5347,2020-12-11,Formosa,34,2
5348,2020-12-11,Jujuy,38,5
5349,2020-12-11,La Pampa,42,123
5350,2020-12-11,La Rioja,46,17
5351,2020-12-11,Mendoza,50,93
5352,2020-12-11,Misiones,54,29
5353,2020-12-11,Neuquén,58,153
5354,2020-12-11,Río Negro,62,275
5355,2020-12-11,SIN ESPECIFICAR,99,8
5356,2020-12-11,Salta,66,32
5357,2020-12-11,San Juan,70,136
5358,2020-12-11,San Luis,74,51
5359,2020-12-11,Santa Cruz,78,350
5360,2020-12-11,Santa Fe,82,1295
5361,2020-12-11,Santiago del Estero,86,71
5362,2020-12-11,Tierra del Fuego,94,105
5363,2020-12-11,Tucumán,90,320
5364,2020-12-12,Buenos Aires,06,1149
5365,2020-12-12,CABA,02,348
5366,2020-12-12,Catamarca,10,59
5367,2020-12-12,Chaco,22,115
5368,2020-12-12,Chubut,26,133
5369,2020-12-12,Corrientes,18,60
5370,2020-12-12,Córdoba,14,363
5371,2020-12-12,Entre Ríos,30,130
5372,2020-12-12,Jujuy,38,5
5373,2020-12-12,La Pampa,42,123
5374,2020-12-12,La Rioja,46,26
5375,2020-12-12,Mendoza,50,111
5376,2020-12-12,Misiones,54,18
5377,2020-12-12,Neuquén,58,97
5378,2020-12-12,Río Negro,62,179
5379,2020-12-12,SIN ESPECIFICAR,99,3
5380,2020-12-12,Salta,66,27
5381,2020-12-12,San Juan,70,14
5382,2020-12-12,San Luis,74,29
5383,2020-12-12,Santa Cruz,78,177
5384,2020-12-12,Santa Fe,82,592
5385,2020-12-12,Santiago del Estero,86,28
5386,2020-12-12,Tierra del Fuego,94,28
5387,2020-12-12,Tucumán,90,106
5388,2020-12-13,Buenos Aires,06,972
5389,2020-12-13,CABA,02,327
5390,2020-12-13,Catamarca,10,39
5391,2020-12-13,Chaco,22,117
5392,2020-12-13,Chubut,26,116
5393,2020-12-13,Corrientes,18,23
5394,2020-12-13,Córdoba,14,292
5395,2020-12-13,Entre Ríos,30,94
5396,2020-12-13,La Pampa,42,145
5397,2020-12-13,La Rioja,46,11
5398,2020-12-13,Mendoza,50,19
5399,2020-12-13,Misiones,54,20
5400,2020-12-13,Neuquén,58,77
5401,2020-12-13,Río Negro,62,146
5402,2020-12-13,SIN ESPECIFICAR,99,2
5403,2020-12-13,Salta,66,11
5404,2020-12-13,San Juan,70,40
5405,2020-12-13,San Luis,74,28
5406,2020-12-13,Santa Cruz,78,116
5407,2020-12-13,Santa Fe,82,535
5408,2020-12-13,Santiago del Estero,86,27
5409,2020-12-13,Tierra del Fuego,94,46
5410,2020-12-13,Tucumán,90,36
5411,2020-12-14,Buenos Aires,06,2470
5412,2020-12-14,CABA,02,465
5413,2020-12-14,Catamarca,10,10
5414,2020-12-14,Chaco,22,212
5415,2020-12-14,Chubut,26,386
5416,2020-12-14,Corrientes,18,140
5417,2020-12-14,Córdoba,14,313
5418,2020-12-14,Entre Ríos,30,329
5419,2020-12-14,Jujuy,38,7
5420,2020-12-14,La Pampa,42,174
5421,2020-12-14,La Rioja,46,8
5422,2020-12-14,Mendoza,50,161
5423,2020-12-14,Misiones,54,20
5424,2020-12-14,Neuquén,58,294
5425,2020-12-14,Río Negro,62,192
5426,2020-12-14,SIN ESPECIFICAR,99,8
5427,2020-12-14,Salta,66,41
5428,2020-12-14,San Juan,70,276
5429,2020-12-14,San Luis,74,80
5430,2020-12-14,Santa Cruz,78,298
5431,2020-12-14,Santa Fe,82,972
5432,2020-12-14,Santiago del Estero,86,59
5433,2020-12-14,Tierra del Fuego,94,89
5434,2020-12-14,Tucumán,90,263
5435,2020-12-15,Buenos Aires,06,2277
5436,2020-12-15,CABA,02,473
5437,2020-12-15,Catamarca,10,38
5438,2020-12-15,Chaco,22,229
5439,2020-12-15,Chubut,26,337
5440,2020-12-15,Corrientes,18,143
5441,2020-12-15,Córdoba,14,663
5442,2020-12-15,Entre Ríos,30,279
5443,2020-12-15,Jujuy,38,2
5444,2020-12-15,La Pampa,42,234
5445,2020-12-15,La Rioja,46,17
5446,2020-12-15,Mendoza,50,115
5447,2020-12-15,Misiones,54,42
5448,2020-12-15,Neuquén,58,206
5449,2020-12-15,Río Negro,62,312
5450,2020-12-15,SIN ESPECIFICAR,99,10
5451,2020-12-15,Salta,66,44
5452,2020-12-15,San Juan,70,192
5453,2020-12-15,San Luis,74,64
5454,2020-12-15,Santa Cruz,78,301
5455,2020-12-15,Santa Fe,82,1267
5456,2020-12-15,Santiago del Estero,86,53
5457,2020-12-15,Tierra del Fuego,94,44
5458,2020-12-15,Tucumán,90,234
5459,2020-12-16,Buenos Aires,06,2396
5460,2020-12-16,CABA,02,527
5461,2020-12-16,Catamarca,10,48
5462,2020-12-16,Chaco,22,143
5463,2020-12-16,Chubut,26,424
5464,2020-12-16,Corrientes,18,111
5465,2020-12-16,Córdoba,14,534
5466,2020-12-16,Entre Ríos,30,289
5467,2020-12-16,Formosa,34,5
5468,2020-12-16,Jujuy,38,10
5469,2020-12-16,La Pampa,42,203
5470,2020-12-16,La Rioja,46,13
5471,2020-12-16,Mendoza,50,87
5472,2020-12-16,Misiones,54,49
5473,2020-12-16,Neuquén,58,210
5474,2020-12-16,Río Negro,62,258
5475,2020-12-16,SIN ESPECIFICAR,99,9
5476,2020-12-16,Salta,66,44
5477,2020-12-16,San Juan,70,155
5478,2020-12-16,San Luis,74,51
5479,2020-12-16,Santa Cruz,78,296
5480,2020-12-16,Santa Fe,82,1070
5481,2020-12-16,Santiago del Estero,86,58
5482,2020-12-16,Tierra del Fuego,94,52
5483,2020-12-16,Tucumán,90,192
5484,2020-12-17,Buenos Aires,06,2531
5485,2020-12-17,CABA,02,674
5486,2020-12-17,Catamarca,10,50
5487,2020-12-17,Chaco,22,206
5488,2020-12-17,Chubut,26,340
5489,2020-12-17,Corrientes,18,143
5490,2020-12-17,Córdoba,14,394
5491,2020-12-17,Entre Ríos,30,297
5492,2020-12-17,Formosa,34,1
5493,2020-12-17,Jujuy,38,7
5494,2020-12-17,La Pampa,42,201
5495,2020-12-17,La Rioja,46,21
5496,2020-12-17,Mendoza,50,112
5497,2020-12-17,Misiones,54,36
5498,2020-12-17,Neuquén,58,174
5499,2020-12-17,Río Negro,62,233
5500,2020-12-17,SIN ESPECIFICAR,99,9
5501,2020-12-17,Salta,66,46
5502,2020-12-17,San Juan,70,212
5503,2020-12-17,San Luis,74,40
5504,2020-12-17,Santa Cruz,78,276
5505,2020-12-17,Santa Fe,82,1053
5506,2020-12-17,Santiago del Estero,86,46
5507,2020-12-17,Tierra del Fuego,94,126
5508,2020-12-17,Tucumán,90,198
5509,2020-12-18,Buenos Aires,06,2586
5510,2020-12-18,CABA,02,575
5511,2020-12-18,Catamarca,10,35
5512,2020-12-18,Chaco,22,147
5513,2020-12-18,Chubut,26,269
5514,2020-12-18,Corrientes,18,161
5515,2020-12-18,Córdoba,14,386
5516,2020-12-18,Entre Ríos,30,287
5517,2020-12-18,Formosa,34,1
5518,2020-12-18,Jujuy,38,8
5519,2020-12-18,La Pampa,42,214
5520,2020-12-18,La Rioja,46,13
5521,2020-12-18,Mendoza,50,105
5522,2020-12-18,Misiones,54,23
5523,2020-12-18,Neuquén,58,229
5524,2020-12-18,Río Negro,62,176
5525,2020-12-18,SIN ESPECIFICAR,99,15
5526,2020-12-18,Salta,66,59
5527,2020-12-18,San Juan,70,183
5528,2020-12-18,San Luis,74,52
5529,2020-12-18,Santa Cruz,78,352
5530,2020-12-18,Santa Fe,82,1059
5531,2020-12-18,Santiago del Estero,86,90
5532,2020-12-18,Tierra del Fuego,94,95
5533,2020-12-18,Tucumán,90,164
5534,2020-12-19,Buenos Aires,06,1475
5535,2020-12-19,CABA,02,538
5536,2020-12-19,Catamarca,10,23
5537,2020-12-19,Chaco,22,130
5538,2020-12-19,Chubut,26,219
5539,2020-12-19,Corrientes,18,95
5540,2020-12-19,Córdoba,14,297
5541,2020-12-19,Entre Ríos,30,147
5542,2020-12-19,Jujuy,38,5
5543,2020-12-19,La Pampa,42,165
5544,2020-12-19,La Rioja,46,7
5545,2020-12-19,Mendoza,50,29
5546,2020-12-19,Misiones,54,13
5547,2020-12-19,Neuquén,58,134
5548,2020-12-19,Río Negro,62,238
5549,2020-12-19,SIN ESPECIFICAR,99,3
5550,2020-12-19,Salta,66,34
5551,2020-12-19,San Juan,70,18
5552,2020-12-19,San Luis,74,32
5553,2020-12-19,Santa Cruz,78,242
5554,2020-12-19,Santa Fe,82,810
5555,2020-12-19,Santiago del Estero,86,23
5556,2020-12-19,Tierra del Fuego,94,40
5557,2020-12-19,Tucumán,90,63
5558,2020-12-20,Buenos Aires,06,1110
5559,2020-12-20,CABA,02,446
5560,2020-12-20,Catamarca,10,42
5561,2020-12-20,Chaco,22,59
5562,2020-12-20,Chubut,26,135
5563,2020-12-20,Corrientes,18,311
5564,2020-12-20,Córdoba,14,278
5565,2020-12-20,Entre Ríos,30,52
5566,2020-12-20,Formosa,34,1
5567,2020-12-20,La Pampa,42,168
5568,2020-12-20,La Rioja,46,10
5569,2020-12-20,Mendoza,50,16
5570,2020-12-20,Misiones,54,4
5571,2020-12-20,Neuquén,58,115
5572,2020-12-20,Río Negro,62,68
5573,2020-12-20,SIN ESPECIFICAR,99,2
5574,2020-12-20,Salta,66,4
5575,2020-12-20,San Juan,70,30
5576,2020-12-20,San Luis,74,17
5577,2020-12-20,Santa Cruz,78,92
5578,2020-12-20,Santa Fe,82,395
5579,2020-12-20,Santiago del Estero,86,39
5580,2020-12-20,Tierra del Fuego,94,72
5581,2020-12-20,Tucumán,90,40
5582,2020-12-21,Buenos Aires,06,3260
5583,2020-12-21,CABA,02,836
5584,2020-12-21,Catamarca,10,33
5585,2020-12-21,Chaco,22,267
5586,2020-12-21,Chubut,26,499
5587,2020-12-21,Corrientes,18,239
5588,2020-12-21,Córdoba,14,253
5589,2020-12-21,Entre Ríos,30,357
5590,2020-12-21,Jujuy,38,10
5591,2020-12-21,La Pampa,42,235
5592,2020-12-21,La Rioja,46,11
5593,2020-12-21,Mendoza,50,159
5594,2020-12-21,Misiones,54,26
5595,2020-12-21,Neuquén,58,309
5596,2020-12-21,Río Negro,62,324
5597,2020-12-21,SIN ESPECIFICAR,99,7
5598,2020-12-21,Salta,66,58
5599,2020-12-21,San Juan,70,235
5600,2020-12-21,San Luis,74,36
5601,2020-12-21,Santa Cruz,78,300
5602,2020-12-21,Santa Fe,82,1147
5603,2020-12-21,Santiago del Estero,86,47
5604,2020-12-21,Tierra del Fuego,94,65
5605,2020-12-21,Tucumán,90,266
5606,2020-12-22,Buenos Aires,06,3219
5607,2020-12-22,CABA,02,813
5608,2020-12-22,Catamarca,10,38
5609,2020-12-22,Chaco,22,222
5610,2020-12-22,Chubut,26,427
5611,2020-12-22,Corrientes,18,185
5612,2020-12-22,Córdoba,14,561
5613,2020-12-22,Entre Ríos,30,322
5614,2020-12-22,Formosa,34,3
5615,2020-12-22,Jujuy,38,4
5616,2020-12-22,La Pampa,42,283
5617,2020-12-22,La Rioja,46,11
5618,2020-12-22,Mendoza,50,125
5619,2020-12-22,Misiones,54,20
5620,2020-12-22,Neuquén,58,260
5621,2020-12-22,Río Negro,62,405
5622,2020-12-22,SIN ESPECIFICAR,99,8
5623,2020-12-22,Salta,66,81
5624,2020-12-22,San Juan,70,145
5625,2020-12-22,San Luis,74,14
5626,2020-12-22,Santa Cruz,78,327
5627,2020-12-22,Santa Fe,82,1158
5628,2020-12-22,Santiago del Estero,86,56
5629,2020-12-22,Tierra del Fuego,94,86
5630,2020-12-22,Tucumán,90,154
5631,2020-12-23,Buenos Aires,06,3265
5632,2020-12-23,CABA,02,784
5633,2020-12-23,Catamarca,10,50
5634,2020-12-23,Chaco,22,210
5635,2020-12-23,Chubut,26,280
5636,2020-12-23,Corrientes,18,179
5637,2020-12-23,Córdoba,14,551
5638,2020-12-23,Entre Ríos,30,288
5639,2020-12-23,Jujuy,38,8
5640,2020-12-23,La Pampa,42,264
5641,2020-12-23,La Rioja,46,30
5642,2020-12-23,Mendoza,50,113
5643,2020-12-23,Misiones,54,33
5644,2020-12-23,Neuquén,58,294
5645,2020-12-23,Río Negro,62,304
5646,2020-12-23,SIN ESPECIFICAR,99,10
5647,2020-12-23,Salta,66,45
5648,2020-12-23,San Juan,70,143
5649,2020-12-23,San Luis,74,27
5650,2020-12-23,Santa Cruz,78,299
5651,2020-12-23,Santa Fe,82,959
5652,2020-12-23,Santiago del Estero,86,76
5653,2020-12-23,Tierra del Fuego,94,77
5654,2020-12-23,Tucumán,90,169
5655,2020-12-24,Buenos Aires,06,1876
5656,2020-12-24,CABA,02,798
5657,2020-12-24,Catamarca,10,63
5658,2020-12-24,Chaco,22,83
5659,2020-12-24,Chubut,26,94
5660,2020-12-24,Corrientes,18,22
5661,2020-12-24,Córdoba,14,435
5662,2020-12-24,Entre Ríos,30,171
5663,2020-12-24,Formosa,34,2
5664,2020-12-24,Jujuy,38,6
5665,2020-12-24,La Pampa,42,256
5666,2020-12-24,La Rioja,46,19
5667,2020-12-24,Mendoza,50,55
5668,2020-12-24,Misiones,54,22
5669,2020-12-24,Neuquén,58,143
5670,2020-12-24,Río Negro,62,222
5671,2020-12-24,SIN ESPECIFICAR,99,5
5672,2020-12-24,Salta,66,20
5673,2020-12-24,San Juan,70,52
5674,2020-12-24,San Luis,74,7
5675,2020-12-24,Santa Cruz,78,167
5676,2020-12-24,Santa Fe,82,661
5677,2020-12-24,Santiago del Estero,86,56
5678,2020-12-24,Tierra del Fuego,94,74
5679,2020-12-24,Tucumán,90,55
5680,2020-12-25,Buenos Aires,06,858
5681,2020-12-25,CABA,02,284
5682,2020-12-25,Catamarca,10,1
5683,2020-12-25,Chaco,22,79
5684,2020-12-25,Chubut,26,92
5685,2020-12-25,Corrientes,18,23
5686,2020-12-25,Córdoba,14,180
5687,2020-12-25,Entre Ríos,30,38
5688,2020-12-25,Formosa,34,1
5689,2020-12-25,La Pampa,42,132
5690,2020-12-25,La Rioja,46,8
5691,2020-12-25,Mendoza,50,27
5692,2020-12-25,Misiones,54,22
5693,2020-12-25,Neuquén,58,96
5694,2020-12-25,Río Negro,62,96
5695,2020-12-25,SIN ESPECIFICAR,99,2
5696,2020-12-25,Salta,66,2
5697,2020-12-25,San Juan,70,2
5698,2020-12-25,San Luis,74,9
5699,2020-12-25,Santa Cruz,78,14
5700,2020-12-25,Santa Fe,82,184
5701,2020-12-25,Santiago del Estero,86,28
5702,2020-12-25,Tierra del Fuego,94,109
5703,2020-12-25,Tucumán,90,17
5704,2020-12-26,Buenos Aires,06,2354
5705,2020-12-26,CABA,02,692
5706,2020-12-26,Catamarca,10,29
5707,2020-12-26,Chaco,22,94
5708,2020-12-26,Chubut,26,237
5709,2020-12-26,Corrientes,18,164
5710,2020-12-26,Córdoba,14,220
5711,2020-12-26,Entre Ríos,30,223
5712,2020-12-26,Jujuy,38,6
5713,2020-12-26,La Pampa,42,267
5714,2020-12-26,La Rioja,46,8
5715,2020-12-26,Mendoza,50,56
5716,2020-12-26,Misiones,54,22
5717,2020-12-26,Neuquén,58,92
5718,2020-12-26,Río Negro,62,245
5719,2020-12-26,SIN ESPECIFICAR,99,6
5720,2020-12-26,Salta,66,22
5721,2020-12-26,San Juan,70,19
5722,2020-12-26,San Luis,74,41
5723,2020-12-26,Santa Cruz,78,333
5724,2020-12-26,Santa Fe,82,496
5725,2020-12-26,Santiago del Estero,86,55
5726,2020-12-26,Tierra del Fuego,94,100
5727,2020-12-26,Tucumán,90,99
5728,2020-12-27,Buenos Aires,06,1720
5729,2020-12-27,CABA,02,773
5730,2020-12-27,Catamarca,10,84
5731,2020-12-27,Chaco,22,43
5732,2020-12-27,Chubut,26,218
5733,2020-12-27,Corrientes,18,145
5734,2020-12-27,Córdoba,14,238
5735,2020-12-27,Entre Ríos,30,79
5736,2020-12-27,Jujuy,38,3
5737,2020-12-27,La Pampa,42,168
5738,2020-12-27,La Rioja,46,7
5739,2020-12-27,Mendoza,50,35
5740,2020-12-27,Misiones,54,4
5741,2020-12-27,Neuquén,58,152
5742,2020-12-27,Río Negro,62,111
5743,2020-12-27,SIN ESPECIFICAR,99,8
5744,2020-12-27,Salta,66,9
5745,2020-12-27,San Juan,70,26
5746,2020-12-27,San Luis,74,20
5747,2020-12-27,Santa Cruz,78,134
5748,2020-12-27,Santa Fe,82,458
5749,2020-12-27,Santiago del Estero,86,26
5750,2020-12-27,Tierra del Fuego,94,56
5751,2020-12-27,Tucumán,90,60
5752,2020-12-28,Buenos Aires,06,4862
5753,2020-12-28,CABA,02,1384
5754,2020-12-28,Catamarca,10,15
5755,2020-12-28,Chaco,22,376
5756,2020-12-28,Chubut,26,600
5757,2020-12-28,Corrientes,18,148
5758,2020-12-28,Córdoba,14,664
5759,2020-12-28,Entre Ríos,30,379
5760,2020-12-28,Formosa,34,4
5761,2020-12-28,Jujuy,38,23
5762,2020-12-28,La Pampa,42,316
5763,2020-12-28,La Rioja,46,4
5764,2020-12-28,Mendoza,50,140
5765,2020-12-28,Misiones,54,43
5766,2020-12-28,Neuquén,58,441
5767,2020-12-28,Río Negro,62,389
5768,2020-12-28,SIN ESPECIFICAR,99,20
5769,2020-12-28,Salta,66,36
5770,2020-12-28,San Juan,70,199
5771,2020-12-28,San Luis,74,41
