,fecha_apertura,residencia_provincia_nombre,residencia_provincia_id,cantidad
2782,2020-08-27,Chubut,26,90
2783,2020-08-27,Corrientes,18,12
2784,2020-08-27,Córdoba,14,367
2785,2020-08-27,Entre Ríos,30,231
2786,2020-08-27,Jujuy,38,299
2787,2020-08-27,La Rioja,46,79
2788,2020-08-27,Mendoza,50,452
2789,2020-08-27,Neuquén,58,119
2790,2020-08-27,Río Negro,62,225
2791,2020-08-27,SIN ESPECIFICAR,99,24
2792,2020-08-27,Salta,66,185
2793,2020-08-27,San Juan,70,22
2794,2020-08-27,San Luis,74,7
2795,2020-08-27,Santa Cruz,78,84
2796,2020-08-27,Santa Fe,82,524
2797,2020-08-27,Santiago del Estero,86,61
2798,2020-08-27,Tierra del Fuego,94,25
2799,2020-08-27,Tucumán,90,220
2800,2020-08-28,Buenos Aires,06,6594
2801,2020-08-28,CABA,02,1333
2802,2020-08-28,Catamarca,10,3
2803,2020-08-28,Chaco,22,103
2804,2020-08-28,Chubut,26,56
2805,2020-08-28,Corrientes,18,22
2806,2020-08-28,Córdoba,14,392
2807,2020-08-28,Entre Ríos,30,229
2808,2020-08-28,Jujuy,38,291
2809,2020-08-28,La Pampa,42,5
2810,2020-08-28,La Rioja,46,68
2811,2020-08-28,Mendoza,50,388
2812,2020-08-28,Neuquén,58,112
2813,2020-08-28,Río Negro,62,170
2814,2020-08-28,SIN ESPECIFICAR,99,19
2815,2020-08-28,Salta,66,277
2816,2020-08-28,San Juan,70,20
2817,2020-08-28,San Luis,74,15
2818,2020-08-28,Santa Cruz,78,83
2819,2020-08-28,Santa Fe,82,605
2820,2020-08-28,Santiago del Estero,86,48
2821,2020-08-28,Tierra del Fuego,94,65
2822,2020-08-28,Tucumán,90,253
2823,2020-08-29,Buenos Aires,06,4583
2824,2020-08-29,CABA,02,1179
2825,2020-08-29,Catamarca,10,3
2826,2020-08-29,Chaco,22,75
2827,2020-08-29,Chubut,26,37
2828,2020-08-29,Corrientes,18,3
2829,2020-08-29,Córdoba,14,287
2830,2020-08-29,Entre Ríos,30,142
2831,2020-08-29,Jujuy,38,200
2832,2020-08-29,La Pampa,42,3
2833,2020-08-29,La Rioja,46,13
2834,2020-08-29,Mendoza,50,379
2835,2020-08-29,Neuquén,58,141
2836,2020-08-29,Río Negro,62,144
2837,2020-08-29,SIN ESPECIFICAR,99,17
2838,2020-08-29,Salta,66,205
2839,2020-08-29,San Juan,70,18
2840,2020-08-29,San Luis,74,25
2841,2020-08-29,Santa Cruz,78,60
2842,2020-08-29,Santa Fe,82,326
2843,2020-08-29,Santiago del Estero,86,51
2844,2020-08-29,Tierra del Fuego,94,26
2845,2020-08-29,Tucumán,90,210
2846,2020-08-30,Buenos Aires,06,3060
2847,2020-08-30,CABA,02,1042
2848,2020-08-30,Catamarca,10,3
2849,2020-08-30,Chaco,22,72
2850,2020-08-30,Chubut,26,23
2851,2020-08-30,Corrientes,18,9
2852,2020-08-30,Córdoba,14,333
2853,2020-08-30,Entre Ríos,30,123
2854,2020-08-30,Jujuy,38,239
2855,2020-08-30,La Pampa,42,1
2856,2020-08-30,La Rioja,46,135
2857,2020-08-30,Mendoza,50,135
2858,2020-08-30,Neuquén,58,58
2859,2020-08-30,Río Negro,62,69
2860,2020-08-30,SIN ESPECIFICAR,99,21
2861,2020-08-30,Salta,66,105
2862,2020-08-30,San Juan,70,1
2863,2020-08-30,San Luis,74,39
2864,2020-08-30,Santa Cruz,78,24
2865,2020-08-30,Santa Fe,82,269
2866,2020-08-30,Santiago del Estero,86,47
2867,2020-08-30,Tierra del Fuego,94,84
2868,2020-08-30,Tucumán,90,266
2869,2020-08-31,Buenos Aires,06,6471
2870,2020-08-31,CABA,02,1522
2871,2020-08-31,Catamarca,10,1
2872,2020-08-31,Chaco,22,89
2873,2020-08-31,Chubut,26,103
2874,2020-08-31,Corrientes,18,24
2875,2020-08-31,Córdoba,14,473
2876,2020-08-31,Entre Ríos,30,184
2877,2020-08-31,Formosa,34,1
2878,2020-08-31,Jujuy,38,264
2879,2020-08-31,La Pampa,42,7
2880,2020-08-31,La Rioja,46,96
2881,2020-08-31,Mendoza,50,526
2882,2020-08-31,Neuquén,58,152
2883,2020-08-31,Río Negro,62,194
2884,2020-08-31,SIN ESPECIFICAR,99,21
2885,2020-08-31,Salta,66,180
2886,2020-08-31,San Juan,70,4
2887,2020-08-31,San Luis,74,27
2888,2020-08-31,Santa Cruz,78,59
2889,2020-08-31,Santa Fe,82,717
2890,2020-08-31,Santiago del Estero,86,57
2891,2020-08-31,Tierra del Fuego,94,71
2892,2020-08-31,Tucumán,90,321
2893,2020-09-01,Buenos Aires,06,6539
2894,2020-09-01,CABA,02,1256
2895,2020-09-01,Catamarca,10,13
2896,2020-09-01,Chaco,22,96
2897,2020-09-01,Chubut,26,87
2898,2020-09-01,Corrientes,18,4
2899,2020-09-01,Córdoba,14,442
2900,2020-09-01,Entre Ríos,30,213
2901,2020-09-01,Formosa,34,6
2902,2020-09-01,Jujuy,38,304
2903,2020-09-01,La Pampa,42,5
2904,2020-09-01,La Rioja,46,51
2905,2020-09-01,Mendoza,50,568
2906,2020-09-01,Misiones,54,3
2907,2020-09-01,Neuquén,58,125
2908,2020-09-01,Río Negro,62,224
2909,2020-09-01,SIN ESPECIFICAR,99,31
2910,2020-09-01,Salta,66,292
2911,2020-09-01,San Juan,70,21
2912,2020-09-01,San Luis,74,12
2913,2020-09-01,Santa Cruz,78,75
2914,2020-09-01,Santa Fe,82,751
2915,2020-09-01,Santiago del Estero,86,58
2916,2020-09-01,Tierra del Fuego,94,41
2917,2020-09-01,Tucumán,90,290
2918,2020-09-02,Buenos Aires,06,5892
2919,2020-09-02,CABA,02,1310
2920,2020-09-02,Catamarca,10,2
2921,2020-09-02,Chaco,22,82
2922,2020-09-02,Chubut,26,55
2923,2020-09-02,Corrientes,18,28
2924,2020-09-02,Córdoba,14,429
2925,2020-09-02,Entre Ríos,30,155
2926,2020-09-02,Formosa,34,1
2927,2020-09-02,Jujuy,38,387
2928,2020-09-02,La Pampa,42,2
2929,2020-09-02,La Rioja,46,96
2930,2020-09-02,Mendoza,50,631
2931,2020-09-02,Neuquén,58,218
2932,2020-09-02,Río Negro,62,154
2933,2020-09-02,SIN ESPECIFICAR,99,22
2934,2020-09-02,Salta,66,289
2935,2020-09-02,San Juan,70,9
2936,2020-09-02,San Luis,74,18
2937,2020-09-02,Santa Cruz,78,93
2938,2020-09-02,Santa Fe,82,818
2939,2020-09-02,Santiago del Estero,86,55
2940,2020-09-02,Tierra del Fuego,94,61
2941,2020-09-02,Tucumán,90,372
2942,2020-09-03,Buenos Aires,06,6019
2943,2020-09-03,CABA,02,1288
2944,2020-09-03,Catamarca,10,18
2945,2020-09-03,Chaco,22,100
2946,2020-09-03,Chubut,26,90
2947,2020-09-03,Corrientes,18,25
2948,2020-09-03,Córdoba,14,464
2949,2020-09-03,Entre Ríos,30,167
2950,2020-09-03,Jujuy,38,338
2951,2020-09-03,La Pampa,42,5
2952,2020-09-03,La Rioja,46,91
2953,2020-09-03,Mendoza,50,658
2954,2020-09-03,Neuquén,58,143
2955,2020-09-03,Río Negro,62,176
2956,2020-09-03,SIN ESPECIFICAR,99,16
2957,2020-09-03,Salta,66,255
2958,2020-09-03,San Juan,70,83
2959,2020-09-03,San Luis,74,20
2960,2020-09-03,Santa Cruz,78,83
2961,2020-09-03,Santa Fe,82,883
2962,2020-09-03,Santiago del Estero,86,84
2963,2020-09-03,Tierra del Fuego,94,84
2964,2020-09-03,Tucumán,90,336
2965,2020-09-04,Buenos Aires,06,6071
2966,2020-09-04,CABA,02,1154
2967,2020-09-04,Catamarca,10,30
2968,2020-09-04,Chaco,22,119
2969,2020-09-04,Chubut,26,106
2970,2020-09-04,Corrientes,18,36
2971,2020-09-04,Córdoba,14,569
2972,2020-09-04,Entre Ríos,30,130
2973,2020-09-04,Jujuy,38,390
2974,2020-09-04,La Pampa,42,8
2975,2020-09-04,La Rioja,46,123
2976,2020-09-04,Mendoza,50,591
2977,2020-09-04,Neuquén,58,217
2978,2020-09-04,Río Negro,62,261
2979,2020-09-04,SIN ESPECIFICAR,99,27
2980,2020-09-04,Salta,66,309
2981,2020-09-04,San Juan,70,28
2982,2020-09-04,San Luis,74,12
2983,2020-09-04,Santa Cruz,78,101
2984,2020-09-04,Santa Fe,82,754
2985,2020-09-04,Santiago del Estero,86,59
2986,2020-09-04,Tierra del Fuego,94,43
2987,2020-09-04,Tucumán,90,456
2988,2020-09-05,Buenos Aires,06,4223
2989,2020-09-05,CABA,02,1181
2990,2020-09-05,Catamarca,10,6
2991,2020-09-05,Chaco,22,129
2992,2020-09-05,Chubut,26,57
2993,2020-09-05,Corrientes,18,1
2994,2020-09-05,Córdoba,14,443
2995,2020-09-05,Entre Ríos,30,98
2996,2020-09-05,Jujuy,38,213
2997,2020-09-05,La Pampa,42,3
2998,2020-09-05,La Rioja,46,77
2999,2020-09-05,Mendoza,50,473
3000,2020-09-05,Neuquén,58,130
3001,2020-09-05,Río Negro,62,151
3002,2020-09-05,SIN ESPECIFICAR,99,16
3003,2020-09-05,Salta,66,159
3004,2020-09-05,San Juan,70,7
3005,2020-09-05,San Luis,74,35
3006,2020-09-05,Santa Cruz,78,90
3007,2020-09-05,Santa Fe,82,614
3008,2020-09-05,Santiago del Estero,86,49
3009,2020-09-05,Tierra del Fuego,94,35
3010,2020-09-05,Tucumán,90,321
3011,2020-09-06,Buenos Aires,06,2944
3012,2020-09-06,CABA,02,785
3013,2020-09-06,Catamarca,10,12
3014,2020-09-06,Chaco,22,76
3015,2020-09-06,Chubut,26,54
3016,2020-09-06,Corrientes,18,44
3017,2020-09-06,Córdoba,14,332
3018,2020-09-06,Entre Ríos,30,115
3019,2020-09-06,Jujuy,38,209
3020,2020-09-06,La Pampa,42,3
3021,2020-09-06,La Rioja,46,88
3022,2020-09-06,Mendoza,50,251
3023,2020-09-06,Misiones,54,1
3024,2020-09-06,Neuquén,58,173
3025,2020-09-06,Río Negro,62,111
3026,2020-09-06,SIN ESPECIFICAR,99,12
3027,2020-09-06,Salta,66,195
3028,2020-09-06,San Luis,74,27
3029,2020-09-06,Santa Cruz,78,86
3030,2020-09-06,Santa Fe,82,423
3031,2020-09-06,Santiago del Estero,86,68
3032,2020-09-06,Tierra del Fuego,94,64
3033,2020-09-06,Tucumán,90,247
3034,2020-09-07,Buenos Aires,06,6336
3035,2020-09-07,CABA,02,1228
3036,2020-09-07,Catamarca,10,8
3037,2020-09-07,Chaco,22,80
3038,2020-09-07,Chubut,26,98
3039,2020-09-07,Corrientes,18,24
3040,2020-09-07,Córdoba,14,470
3041,2020-09-07,Entre Ríos,30,164
3042,2020-09-07,Jujuy,38,247
3043,2020-09-07,La Pampa,42,8
3044,2020-09-07,La Rioja,46,87
3045,2020-09-07,Mendoza,50,799
3046,2020-09-07,Neuquén,58,179
3047,2020-09-07,Río Negro,62,213
3048,2020-09-07,SIN ESPECIFICAR,99,11
3049,2020-09-07,Salta,66,345
3050,2020-09-07,San Juan,70,1
3051,2020-09-07,San Luis,74,43
3052,2020-09-07,Santa Cruz,78,66
3053,2020-09-07,Santa Fe,82,974
3054,2020-09-07,Santiago del Estero,86,69
3055,2020-09-07,Tierra del Fuego,94,69
3056,2020-09-07,Tucumán,90,511
3057,2020-09-08,Buenos Aires,06,6848
3058,2020-09-08,CABA,02,1266
3059,2020-09-08,Catamarca,10,4
3060,2020-09-08,Chaco,22,150
3061,2020-09-08,Chubut,26,121
3062,2020-09-08,Corrientes,18,56
3063,2020-09-08,Córdoba,14,338
3064,2020-09-08,Entre Ríos,30,160
3065,2020-09-08,Jujuy,38,333
3066,2020-09-08,La Pampa,42,24
3067,2020-09-08,La Rioja,46,88
3068,2020-09-08,Mendoza,50,920
3069,2020-09-08,Misiones,54,1
3070,2020-09-08,Neuquén,58,161
3071,2020-09-08,Río Negro,62,338
3072,2020-09-08,SIN ESPECIFICAR,99,18
3073,2020-09-08,Salta,66,436
3074,2020-09-08,San Juan,70,18
3075,2020-09-08,San Luis,74,20
3076,2020-09-08,Santa Cruz,78,95
3077,2020-09-08,Santa Fe,82,938
3078,2020-09-08,Santiago del Estero,86,68
3079,2020-09-08,Tierra del Fuego,94,60
3080,2020-09-08,Tucumán,90,475
3081,2020-09-09,Buenos Aires,06,6013
3082,2020-09-09,CABA,02,1301
3083,2020-09-09,Catamarca,10,13
3084,2020-09-09,Chaco,22,95
3085,2020-09-09,Chubut,26,77
3086,2020-09-09,Corrientes,18,8
3087,2020-09-09,Córdoba,14,586
3088,2020-09-09,Entre Ríos,30,184
3089,2020-09-09,Jujuy,38,288
3090,2020-09-09,La Pampa,42,19
3091,2020-09-09,La Rioja,46,209
3092,2020-09-09,Mendoza,50,877
3093,2020-09-09,Neuquén,58,275
3094,2020-09-09,Río Negro,62,261
3095,2020-09-09,SIN ESPECIFICAR,99,22
3096,2020-09-09,Salta,66,385
3097,2020-09-09,San Luis,74,20
3098,2020-09-09,Santa Cruz,78,121
3099,2020-09-09,Santa Fe,82,1120
3100,2020-09-09,Santiago del Estero,86,81
3101,2020-09-09,Tierra del Fuego,94,30
3102,2020-09-09,Tucumán,90,494
3103,2020-09-10,Buenos Aires,06,6514
3104,2020-09-10,CABA,02,1211
3105,2020-09-10,Catamarca,10,4
3106,2020-09-10,Chaco,22,138
3107,2020-09-10,Chubut,26,121
3108,2020-09-10,Corrientes,18,108
3109,2020-09-10,Córdoba,14,443
3110,2020-09-10,Entre Ríos,30,165
3111,2020-09-10,Formosa,34,3
3112,2020-09-10,Jujuy,38,274
3113,2020-09-10,La Pampa,42,27
3114,2020-09-10,La Rioja,46,144
3115,2020-09-10,Mendoza,50,810
3116,2020-09-10,Neuquén,58,250
3117,2020-09-10,Río Negro,62,263
3118,2020-09-10,SIN ESPECIFICAR,99,15
3119,2020-09-10,Salta,66,414
3120,2020-09-10,San Juan,70,4
3121,2020-09-10,San Luis,74,18
3122,2020-09-10,Santa Cruz,78,139
3123,2020-09-10,Santa Fe,82,1020
3124,2020-09-10,Santiago del Estero,86,90
3125,2020-09-10,Tierra del Fuego,94,51
3126,2020-09-10,Tucumán,90,528
3127,2020-09-11,Buenos Aires,06,6235
3128,2020-09-11,CABA,02,1114
3129,2020-09-11,Catamarca,10,7
3130,2020-09-11,Chaco,22,130
3131,2020-09-11,Chubut,26,118
3132,2020-09-11,Corrientes,18,55
3133,2020-09-11,Córdoba,14,455
3134,2020-09-11,Entre Ríos,30,151
3135,2020-09-11,Jujuy,38,246
3136,2020-09-11,La Pampa,42,57
3137,2020-09-11,La Rioja,46,151
3138,2020-09-11,Mendoza,50,778
3139,2020-09-11,Misiones,54,2
3140,2020-09-11,Neuquén,58,227
3141,2020-09-11,Río Negro,62,233
3142,2020-09-11,SIN ESPECIFICAR,99,18
3143,2020-09-11,Salta,66,446
3144,2020-09-11,San Juan,70,17
3145,2020-09-11,San Luis,74,20
3146,2020-09-11,Santa Cruz,78,140
3147,2020-09-11,Santa Fe,82,1186
3148,2020-09-11,Santiago del Estero,86,104
3149,2020-09-11,Tierra del Fuego,94,66
3150,2020-09-11,Tucumán,90,512
3151,2020-09-12,Buenos Aires,06,4027
3152,2020-09-12,CABA,02,897
3153,2020-09-12,Catamarca,10,7
3154,2020-09-12,Chaco,22,85
3155,2020-09-12,Chubut,26,79
3156,2020-09-12,Corrientes,18,7
3157,2020-09-12,Córdoba,14,517
3158,2020-09-12,Entre Ríos,30,94
3159,2020-09-12,Jujuy,38,193
3160,2020-09-12,La Pampa,42,47
3161,2020-09-12,La Rioja,46,92
3162,2020-09-12,Mendoza,50,454
3163,2020-09-12,Neuquén,58,188
3164,2020-09-12,Río Negro,62,210
3165,2020-09-12,SIN ESPECIFICAR,99,10
3166,2020-09-12,Salta,66,201
3167,2020-09-12,San Juan,70,16
3168,2020-09-12,San Luis,74,14
3169,2020-09-12,Santa Cruz,78,92
3170,2020-09-12,Santa Fe,82,725
3171,2020-09-12,Santiago del Estero,86,99
3172,2020-09-12,Tierra del Fuego,94,54
3173,2020-09-12,Tucumán,90,247
3174,2020-09-13,Buenos Aires,06,2687
3175,2020-09-13,CABA,02,784
3176,2020-09-13,Catamarca,10,8
3177,2020-09-13,Chaco,22,63
3178,2020-09-13,Chubut,26,46
3179,2020-09-13,Corrientes,18,18
3180,2020-09-13,Córdoba,14,426
3181,2020-09-13,Entre Ríos,30,78
3182,2020-09-13,Jujuy,38,177
3183,2020-09-13,La Pampa,42,23
3184,2020-09-13,La Rioja,46,27
3185,2020-09-13,Mendoza,50,388
3186,2020-09-13,Neuquén,58,264
3187,2020-09-13,Río Negro,62,87
3188,2020-09-13,SIN ESPECIFICAR,99,12
3189,2020-09-13,Salta,66,155
3190,2020-09-13,San Juan,70,6
3191,2020-09-13,San Luis,74,5
3192,2020-09-13,Santa Cruz,78,101
3193,2020-09-13,Santa Fe,82,896
3194,2020-09-13,Santiago del Estero,86,69
3195,2020-09-13,Tierra del Fuego,94,56
3196,2020-09-13,Tucumán,90,497
3197,2020-09-14,Buenos Aires,06,5923
3198,2020-09-14,CABA,02,1062
3199,2020-09-14,Catamarca,10,11
3200,2020-09-14,Chaco,22,86
3201,2020-09-14,Chubut,26,105
3202,2020-09-14,Corrientes,18,58
3203,2020-09-14,Córdoba,14,548
3204,2020-09-14,Entre Ríos,30,153
3205,2020-09-14,Jujuy,38,273
3206,2020-09-14,La Pampa,42,56
3207,2020-09-14,La Rioja,46,130
3208,2020-09-14,Mendoza,50,681
3209,2020-09-14,Neuquén,58,201
3210,2020-09-14,Río Negro,62,284
3211,2020-09-14,SIN ESPECIFICAR,99,11
3212,2020-09-14,Salta,66,287
3213,2020-09-14,San Juan,70,11
3214,2020-09-14,San Luis,74,59
3215,2020-09-14,Santa Cruz,78,67
3216,2020-09-14,Santa Fe,82,1260
3217,2020-09-14,Santiago del Estero,86,92
3218,2020-09-14,Tierra del Fuego,94,55
3219,2020-09-14,Tucumán,90,738
3220,2020-09-15,Buenos Aires,06,5844
3221,2020-09-15,CABA,02,939
3222,2020-09-15,Catamarca,10,23
3223,2020-09-15,Chaco,22,125
3224,2020-09-15,Chubut,26,91
3225,2020-09-15,Corrientes,18,34
3226,2020-09-15,Córdoba,14,684
3227,2020-09-15,Entre Ríos,30,163
3228,2020-09-15,Jujuy,38,269
3229,2020-09-15,La Pampa,42,16
3230,2020-09-15,La Rioja,46,124
3231,2020-09-15,Mendoza,50,723
3232,2020-09-15,Neuquén,58,326
3233,2020-09-15,Río Negro,62,314
3234,2020-09-15,SIN ESPECIFICAR,99,10
3235,2020-09-15,Salta,66,264
3236,2020-09-15,San Juan,70,4
3237,2020-09-15,San Luis,74,48
3238,2020-09-15,Santa Cruz,78,75
3239,2020-09-15,Santa Fe,82,1248
3240,2020-09-15,Santiago del Estero,86,65
3241,2020-09-15,Tierra del Fuego,94,55
3242,2020-09-15,Tucumán,90,592
3243,2020-09-16,Buenos Aires,06,5758
3244,2020-09-16,CABA,02,1102
3245,2020-09-16,Catamarca,10,13
3246,2020-09-16,Chaco,22,108
3247,2020-09-16,Chubut,26,141
3248,2020-09-16,Corrientes,18,21
3249,2020-09-16,Córdoba,14,789
3250,2020-09-16,Entre Ríos,30,150
3251,2020-09-16,Jujuy,38,218
3252,2020-09-16,La Pampa,42,36
3253,2020-09-16,La Rioja,46,132
3254,2020-09-16,Mendoza,50,765
3255,2020-09-16,Misiones,54,2
3256,2020-09-16,Neuquén,58,293
3257,2020-09-16,Río Negro,62,288
3258,2020-09-16,SIN ESPECIFICAR,99,17
3259,2020-09-16,Salta,66,407
3260,2020-09-16,San Juan,70,11
3261,2020-09-16,San Luis,74,38
3262,2020-09-16,Santa Cruz,78,95
3263,2020-09-16,Santa Fe,82,1284
3264,2020-09-16,Santiago del Estero,86,69
3265,2020-09-16,Tierra del Fuego,94,76
3266,2020-09-16,Tucumán,90,536
3267,2020-09-17,Buenos Aires,06,5258
3268,2020-09-17,CABA,02,968
3269,2020-09-17,Catamarca,10,33
3270,2020-09-17,Chaco,22,90
3271,2020-09-17,Chubut,26,109
3272,2020-09-17,Corrientes,18,71
3273,2020-09-17,Córdoba,14,750
3274,2020-09-17,Entre Ríos,30,168
3275,2020-09-17,Jujuy,38,185
3276,2020-09-17,La Pampa,42,18
3277,2020-09-17,La Rioja,46,141
3278,2020-09-17,Mendoza,50,788
3279,2020-09-17,Misiones,54,3
3280,2020-09-17,Neuquén,58,305
3281,2020-09-17,Río Negro,62,253
3282,2020-09-17,SIN ESPECIFICAR,99,19
3283,2020-09-17,Salta,66,520
3284,2020-09-17,San Juan,70,17
3285,2020-09-17,San Luis,74,63
3286,2020-09-17,Santa Cruz,78,162
3287,2020-09-17,Santa Fe,82,1348
3288,2020-09-17,Santiago del Estero,86,71
3289,2020-09-17,Tierra del Fuego,94,72
3290,2020-09-17,Tucumán,90,597
3291,2020-09-18,Buenos Aires,06,5271
3292,2020-09-18,CABA,02,921
3293,2020-09-18,Catamarca,10,15
3294,2020-09-18,Chaco,22,141
3295,2020-09-18,Chubut,26,141
3296,2020-09-18,Corrientes,18,53
3297,2020-09-18,Córdoba,14,959
3298,2020-09-18,Entre Ríos,30,153
3299,2020-09-18,Formosa,34,9
3300,2020-09-18,Jujuy,38,220
3301,2020-09-18,La Pampa,42,8
3302,2020-09-18,La Rioja,46,147
3303,2020-09-18,Mendoza,50,739
3304,2020-09-18,Misiones,54,1
3305,2020-09-18,Neuquén,58,248
3306,2020-09-18,Río Negro,62,274
3307,2020-09-18,SIN ESPECIFICAR,99,17
3308,2020-09-18,Salta,66,366
3309,2020-09-18,San Juan,70,3
3310,2020-09-18,San Luis,74,94
3311,2020-09-18,Santa Cruz,78,154
3312,2020-09-18,Santa Fe,82,1421
3313,2020-09-18,Santiago del Estero,86,121
3314,2020-09-18,Tierra del Fuego,94,65
3315,2020-09-18,Tucumán,90,535
3316,2020-09-19,Buenos Aires,06,3480
3317,2020-09-19,CABA,02,807
3318,2020-09-19,Catamarca,10,11
3319,2020-09-19,Chaco,22,95
3320,2020-09-19,Chubut,26,84
3321,2020-09-19,Corrientes,18,43
3322,2020-09-19,Córdoba,14,629
3323,2020-09-19,Entre Ríos,30,72
3324,2020-09-19,Formosa,34,1
3325,2020-09-19,Jujuy,38,159
3326,2020-09-19,La Pampa,42,20
3327,2020-09-19,La Rioja,46,172
3328,2020-09-19,Mendoza,50,443
3329,2020-09-19,Misiones,54,1
3330,2020-09-19,Neuquén,58,231
3331,2020-09-19,Río Negro,62,177
3332,2020-09-19,SIN ESPECIFICAR,99,12
3333,2020-09-19,Salta,66,291
3334,2020-09-19,San Juan,70,2
3335,2020-09-19,San Luis,74,23
3336,2020-09-19,Santa Cruz,78,93
3337,2020-09-19,Santa Fe,82,961
3338,2020-09-19,Santiago del Estero,86,63
3339,2020-09-19,Tierra del Fuego,94,91
3340,2020-09-19,Tucumán,90,325
3341,2020-09-20,Buenos Aires,06,2105
3342,2020-09-20,CABA,02,532
3343,2020-09-20,Catamarca,10,2
3344,2020-09-20,Chaco,22,63
3345,2020-09-20,Chubut,26,102
3346,2020-09-20,Corrientes,18,19
3347,2020-09-20,Córdoba,14,575
3348,2020-09-20,Entre Ríos,30,70
3349,2020-09-20,Formosa,34,9
3350,2020-09-20,Jujuy,38,107
3351,2020-09-20,La Pampa,42,22
3352,2020-09-20,La Rioja,46,292
3353,2020-09-20,Mendoza,50,373
3354,2020-09-20,Misiones,54,1
3355,2020-09-20,Neuquén,58,255
3356,2020-09-20,Río Negro,62,84
3357,2020-09-20,SIN ESPECIFICAR,99,12
3358,2020-09-20,Salta,66,143
3359,2020-09-20,San Juan,70,12
3360,2020-09-20,San Luis,74,104
3361,2020-09-20,Santa Cruz,78,84
3362,2020-09-20,Santa Fe,82,697
3363,2020-09-20,Santiago del Estero,86,68
3364,2020-09-20,Tierra del Fuego,94,93
3365,2020-09-20,Tucumán,90,387
3366,2020-09-21,Buenos Aires,06,4942
3367,2020-09-21,CABA,02,822
3368,2020-09-21,Catamarca,10,7
3369,2020-09-21,Chaco,22,80
3370,2020-09-21,Chubut,26,169
3371,2020-09-21,Corrientes,18,59
3372,2020-09-21,Córdoba,14,907
3373,2020-09-21,Entre Ríos,30,132
3374,2020-09-21,Formosa,34,1
3375,2020-09-21,Jujuy,38,121
3376,2020-09-21,La Pampa,42,28
3377,2020-09-21,La Rioja,46,195
3378,2020-09-21,Mendoza,50,288
3379,2020-09-21,Misiones,54,3
3380,2020-09-21,Neuquén,58,340
3381,2020-09-21,Río Negro,62,263
3382,2020-09-21,SIN ESPECIFICAR,99,14
3383,2020-09-21,Salta,66,301
3384,2020-09-21,San Juan,70,43
3385,2020-09-21,San Luis,74,63
3386,2020-09-21,Santa Cruz,78,55
3387,2020-09-21,Santa Fe,82,1722
3388,2020-09-21,Santiago del Estero,86,68
3389,2020-09-21,Tierra del Fuego,94,96
3390,2020-09-21,Tucumán,90,230
3391,2020-09-22,Buenos Aires,06,5430
3392,2020-09-22,CABA,02,923
3393,2020-09-22,Catamarca,10,10
3394,2020-09-22,Chaco,22,106
3395,2020-09-22,Chubut,26,242
3396,2020-09-22,Corrientes,18,21
3397,2020-09-22,Córdoba,14,1238
3398,2020-09-22,Entre Ríos,30,129
3399,2020-09-22,Jujuy,38,163
3400,2020-09-22,La Pampa,42,14
3401,2020-09-22,La Rioja,46,79
3402,2020-09-22,Mendoza,50,609
3403,2020-09-22,Misiones,54,2
3404,2020-09-22,Neuquén,58,407
3405,2020-09-22,Río Negro,62,297
3406,2020-09-22,SIN ESPECIFICAR,99,34
3407,2020-09-22,Salta,66,462
3408,2020-09-22,San Juan,70,10
3409,2020-09-22,San Luis,74,121
3410,2020-09-22,Santa Cruz,78,88
3411,2020-09-22,Santa Fe,82,1469
3412,2020-09-22,Santiago del Estero,86,92
3413,2020-09-22,Tierra del Fuego,94,98
3414,2020-09-22,Tucumán,90,986
3415,2020-09-23,Buenos Aires,06,5608
3416,2020-09-23,CABA,02,942
3417,2020-09-23,Catamarca,10,25
3418,2020-09-23,Chaco,22,103
3419,2020-09-23,Chubut,26,261
3420,2020-09-23,Corrientes,18,30
3421,2020-09-23,Córdoba,14,1503
3422,2020-09-23,Entre Ríos,30,142
3423,2020-09-23,Jujuy,38,186
3424,2020-09-23,La Pampa,42,29
3425,2020-09-23,La Rioja,46,73
3426,2020-09-23,Mendoza,50,749
3427,2020-09-23,Neuquén,58,258
3428,2020-09-23,Río Negro,62,243
3429,2020-09-23,SIN ESPECIFICAR,99,22
3430,2020-09-23,Salta,66,423
3431,2020-09-23,San Juan,70,12
3432,2020-09-23,San Luis,74,102
3433,2020-09-23,Santa Cruz,78,114
3434,2020-09-23,Santa Fe,82,1718
3435,2020-09-23,Santiago del Estero,86,116
3436,2020-09-23,Tierra del Fuego,94,124
3437,2020-09-23,Tucumán,90,757
3438,2020-09-24,Buenos Aires,06,5482
3439,2020-09-24,CABA,02,949
3440,2020-09-24,Catamarca,10,9
3441,2020-09-24,Chaco,22,148
3442,2020-09-24,Chubut,26,190
3443,2020-09-24,Corrientes,18,11
3444,2020-09-24,Córdoba,14,1568
3445,2020-09-24,Entre Ríos,30,146
3446,2020-09-24,Jujuy,38,172
3447,2020-09-24,La Pampa,42,21
3448,2020-09-24,La Rioja,46,94
3449,2020-09-24,Mendoza,50,806
3450,2020-09-24,Misiones,54,1
3451,2020-09-24,Neuquén,58,301
3452,2020-09-24,Río Negro,62,320
3453,2020-09-24,SIN ESPECIFICAR,99,21
3454,2020-09-24,Salta,66,339
3455,2020-09-24,San Juan,70,10
3456,2020-09-24,San Luis,74,135
3457,2020-09-24,Santa Cruz,78,119
3458,2020-09-24,Santa Fe,82,1797
