fecha_apertura,residencia_provincia_nombre,residencia_provincia_id,cantidad
2020-09-03,La Rioja,46,91
2020-09-03,Mendoza,50,658
2020-09-03,Neuquén,58,143
2020-09-03,Río Negro,62,176
2020-09-03,SIN ESPECIFICAR,99,16
2020-09-03,Salta,66,255
2020-09-03,San Juan,70,83
2020-09-03,San Luis,74,20
2020-09-03,Santa Cruz,78,83
2020-09-03,Santa Fe,82,883
2020-09-03,Santiago del Estero,86,84
2020-09-03,Tierra del Fuego,94,84
2020-09-03,Tucumán,90,336
2020-09-04,Buenos Aires,06,6071
2020-09-04,CABA,02,1154
2020-09-04,Catamarca,10,30
2020-09-04,Chaco,22,119
2020-09-04,Chubut,26,106
2020-09-04,Corrientes,18,36
2020-09-04,Córdoba,14,569
2020-09-04,Entre Ríos,30,130
2020-09-04,Jujuy,38,390
2020-09-04,La Pampa,42,8
2020-09-04,La Rioja,46,123
2020-09-04,Mendoza,50,591
2020-09-04,Neuquén,58,217
2020-09-04,Río Negro,62,261
2020-09-04,SIN ESPECIFICAR,99,27
2020-09-04,Salta,66,309
2020-09-04,San Juan,70,28
2020-09-04,San Luis,74,12
2020-09-04,Santa Cruz,78,101
2020-09-04,Santa Fe,82,754
2020-09-04,Santiago del Estero,86,59
2020-09-04,Tierra del Fuego,94,43
2020-09-04,Tucumán,90,456
2020-09-05,Buenos Aires,06,4223
2020-09-05,CABA,02,1181
2020-09-05,Catamarca,10,6
2020-09-05,Chaco,22,129
2020-09-05,Chubut,26,57
2020-09-05,Corrientes,18,1
2020-09-05,Córdoba,14,443
2020-09-05,Entre Ríos,30,98
2020-09-05,Jujuy,38,213
2020-09-05,La Pampa,42,3
2020-09-05,La Rioja,46,77
2020-09-05,Mendoza,50,473
2020-09-05,Neuquén,58,130
2020-09-05,Río Negro,62,151
2020-09-05,SIN ESPECIFICAR,99,16
2020-09-05,Salta,66,159
2020-09-05,San Juan,70,7
2020-09-05,San Luis,74,35
2020-09-05,Santa Cruz,78,90
2020-09-05,Santa Fe,82,614
2020-09-05,Santiago del Estero,86,49
2020-09-05,Tierra del Fuego,94,35
2020-09-05,Tucumán,90,321
2020-09-06,Buenos Aires,06,2944
2020-09-06,CABA,02,785
2020-09-06,Catamarca,10,12
2020-09-06,Chaco,22,76
2020-09-06,Chubut,26,54
2020-09-06,Corrientes,18,44
2020-09-06,Córdoba,14,332
2020-09-06,Entre Ríos,30,115
2020-09-06,Jujuy,38,209
2020-09-06,La Pampa,42,3
2020-09-06,La Rioja,46,88
2020-09-06,Mendoza,50,251
2020-09-06,Misiones,54,1
2020-09-06,Neuquén,58,173
2020-09-06,Río Negro,62,111
2020-09-06,SIN ESPECIFICAR,99,12
2020-09-06,Salta,66,195
2020-09-06,San Luis,74,27
2020-09-06,Santa Cruz,78,86
2020-09-06,Santa Fe,82,423
2020-09-06,Santiago del Estero,86,68
2020-09-06,Tierra del Fuego,94,64
2020-09-06,Tucumán,90,247
2020-09-07,Buenos Aires,06,6336
2020-09-07,CABA,02,1228
2020-09-07,Catamarca,10,8
2020-09-07,Chaco,22,80
2020-09-07,Chubut,26,98
2020-09-07,Corrientes,18,24
2020-09-07,Córdoba,14,470
2020-09-07,Entre Ríos,30,164
2020-09-07,Jujuy,38,247
2020-09-07,La Pampa,42,8
2020-09-07,La Rioja,46,87
2020-09-07,Mendoza,50,799
2020-09-07,Neuquén,58,179
2020-09-07,Río Negro,62,213
2020-09-07,SIN ESPECIFICAR,99,11
2020-09-07,Salta,66,345
2020-09-07,San Juan,70,1
2020-09-07,San Luis,74,43
2020-09-07,Santa Cruz,78,66
2020-09-07,Santa Fe,82,974
2020-09-07,Santiago del Estero,86,69
2020-09-07,Tierra del Fuego,94,69
2020-09-07,Tucumán,90,511
2020-09-08,Buenos Aires,06,6848
2020-09-08,CABA,02,1266
2020-09-08,Catamarca,10,4
2020-09-08,Chaco,22,150
2020-09-08,Chubut,26,121
2020-09-08,Corrientes,18,56
2020-09-08,Córdoba,14,338
2020-09-08,Entre Ríos,30,160
2020-09-08,Jujuy,38,333
2020-09-08,La Pampa,42,24
2020-09-08,La Rioja,46,88
2020-09-08,Mendoza,50,920
2020-09-08,Misiones,54,1
2020-09-08,Neuquén,58,161
2020-09-08,Río Negro,62,338
2020-09-08,SIN ESPECIFICAR,99,18
2020-09-08,Salta,66,436
2020-09-08,San Juan,70,18
2020-09-08,San Luis,74,20
2020-09-08,Santa Cruz,78,95
2020-09-08,Santa Fe,82,938
2020-09-08,Santiago del Estero,86,68
2020-09-08,Tierra del Fuego,94,60
2020-09-08,Tucumán,90,475
2020-09-09,Buenos Aires,06,6013
2020-09-09,CABA,02,1301
2020-09-09,Catamarca,10,13
2020-09-09,Chaco,22,95
2020-09-09,Chubut,26,77
2020-09-09,Corrientes,18,8
2020-09-09,Córdoba,14,586
2020-09-09,Entre Ríos,30,184
2020-09-09,Jujuy,38,288
2020-09-09,La Pampa,42,19
2020-09-09,La Rioja,46,209
2020-09-09,Mendoza,50,877
2020-09-09,Neuquén,58,275
2020-09-09,Río Negro,62,261
2020-09-09,SIN ESPECIFICAR,99,22
2020-09-09,Salta,66,385
2020-09-09,San Luis,74,20
2020-09-09,Santa Cruz,78,121
2020-09-09,Santa Fe,82,1120
2020-09-09,Santiago del Estero,86,81
2020-09-09,Tierra del Fuego,94,30
2020-09-09,Tucumán,90,494
2020-09-10,Buenos Aires,06,6514
2020-09-10,CABA,02,1211
2020-09-10,Catamarca,10,4
2020-09-10,Chaco,22,138
2020-09-10,Chubut,26,121
2020-09-10,Corrientes,18,108
2020-09-10,Córdoba,14,443
2020-09-10,Entre Ríos,30,165
2020-09-10,Formosa,34,3
2020-09-10,Jujuy,38,274
2020-09-10,La Pampa,42,27
2020-09-10,La Rioja,46,144
2020-09-10,Mendoza,50,810
2020-09-10,Neuquén,58,250
2020-09-10,Río Negro,62,263
2020-09-10,SIN ESPECIFICAR,99,15
2020-09-10,Salta,66,414
2020-09-10,San Juan,70,4
2020-09-10,San Luis,74,18
2020-09-10,Santa Cruz,78,139
2020-09-10,Santa Fe,82,1020
2020-09-10,Santiago del Estero,86,90
2020-09-10,Tierra del Fuego,94,51
2020-09-10,Tucumán,90,528
2020-09-11,Buenos Aires,06,6235
2020-09-11,CABA,02,1114
2020-09-11,Catamarca,10,7
2020-09-11,Chaco,22,130
2020-09-11,Chubut,26,118
2020-09-11,Corrientes,18,55
2020-09-11,Córdoba,14,455
2020-09-11,Entre Ríos,30,151
2020-09-11,Jujuy,38,246
2020-09-11,La Pampa,42,57
2020-09-11,La Rioja,46,151
2020-09-11,Mendoza,50,778
2020-09-11,Misiones,54,2
2020-09-11,Neuquén,58,227
2020-09-11,Río Negro,62,233
2020-09-11,SIN ESPECIFICAR,99,18
2020-09-11,Salta,66,446
2020-09-11,San Juan,70,17
2020-09-11,San Luis,74,20
2020-09-11,Santa Cruz,78,140
2020-09-11,Santa Fe,82,1186
2020-09-11,Santiago del Estero,86,104
2020-09-11,Tierra del Fuego,94,66
2020-09-11,Tucumán,90,512
2020-09-12,Buenos Aires,06,4027
2020-09-12,CABA,02,897
2020-09-12,Catamarca,10,7
2020-09-12,Chaco,22,85
2020-09-12,Chubut,26,79
2020-09-12,Corrientes,18,7
2020-09-12,Córdoba,14,517
2020-09-12,Entre Ríos,30,94
2020-09-12,Jujuy,38,193
2020-09-12,La Pampa,42,47
2020-09-12,La Rioja,46,92
2020-09-12,Mendoza,50,454
2020-09-12,Neuquén,58,188
2020-09-12,Río Negro,62,210
2020-09-12,SIN ESPECIFICAR,99,10
2020-09-12,Salta,66,201
2020-09-12,San Juan,70,16
2020-09-12,San Luis,74,14
2020-09-12,Santa Cruz,78,92
2020-09-12,Santa Fe,82,725
2020-09-12,Santiago del Estero,86,99
2020-09-12,Tierra del Fuego,94,54
2020-09-12,Tucumán,90,247
2020-09-13,Buenos Aires,06,2687
2020-09-13,CABA,02,784
2020-09-13,Catamarca,10,8
2020-09-13,Chaco,22,63
2020-09-13,Chubut,26,46
2020-09-13,Corrientes,18,18
2020-09-13,Córdoba,14,426
2020-09-13,Entre Ríos,30,78
2020-09-13,Jujuy,38,177
2020-09-13,La Pampa,42,23
2020-09-13,La Rioja,46,27
2020-09-13,Mendoza,50,388
2020-09-13,Neuquén,58,264
2020-09-13,Río Negro,62,87
2020-09-13,SIN ESPECIFICAR,99,12
2020-09-13,Salta,66,155
2020-09-13,San Juan,70,6
2020-09-13,San Luis,74,5
2020-09-13,Santa Cruz,78,101
2020-09-13,Santa Fe,82,896
2020-09-13,Santiago del Estero,86,69
2020-09-13,Tierra del Fuego,94,56
2020-09-13,Tucumán,90,497
2020-09-14,Buenos Aires,06,5923
2020-09-14,CABA,02,1062
2020-09-14,Catamarca,10,11
2020-09-14,Chaco,22,86
2020-09-14,Chubut,26,105
2020-09-14,Corrientes,18,58
2020-09-14,Córdoba,14,548
2020-09-14,Entre Ríos,30,153
2020-09-14,Jujuy,38,273
2020-09-14,La Pampa,42,56
2020-09-14,La Rioja,46,130
2020-09-14,Mendoza,50,681
2020-09-14,Neuquén,58,201
2020-09-14,Río Negro,62,284
2020-09-14,SIN ESPECIFICAR,99,11
2020-09-14,Salta,66,287
2020-09-14,San Juan,70,11
2020-09-14,San Luis,74,59
2020-09-14,Santa Cruz,78,67
2020-09-14,Santa Fe,82,1260
2020-09-14,Santiago del Estero,86,92
2020-09-14,Tierra del Fuego,94,55
2020-09-14,Tucumán,90,738
2020-09-15,Buenos Aires,06,5844
2020-09-15,CABA,02,939
2020-09-15,Catamarca,10,23
2020-09-15,Chaco,22,125
2020-09-15,Chubut,26,91
2020-09-15,Corrientes,18,34
2020-09-15,Córdoba,14,684
2020-09-15,Entre Ríos,30,163
2020-09-15,Jujuy,38,269
2020-09-15,La Pampa,42,16
2020-09-15,La Rioja,46,124
2020-09-15,Mendoza,50,723
2020-09-15,Neuquén,58,326
2020-09-15,Río Negro,62,314
2020-09-15,SIN ESPECIFICAR,99,10
2020-09-15,Salta,66,264
2020-09-15,San Juan,70,4
2020-09-15,San Luis,74,48
2020-09-15,Santa Cruz,78,75
2020-09-15,Santa Fe,82,1248
2020-09-15,Santiago del Estero,86,65
2020-09-15,Tierra del Fuego,94,55
2020-09-15,Tucumán,90,592
2020-09-16,Buenos Aires,06,5758
2020-09-16,CABA,02,1102
2020-09-16,Catamarca,10,13
2020-09-16,Chaco,22,108
2020-09-16,Chubut,26,141
2020-09-16,Corrientes,18,21
2020-09-16,Córdoba,14,789
2020-09-16,Entre Ríos,30,150
2020-09-16,Jujuy,38,218
2020-09-16,La Pampa,42,36
2020-09-16,La Rioja,46,132
2020-09-16,Mendoza,50,765
2020-09-16,Misiones,54,2
2020-09-16,Neuquén,58,293
2020-09-16,Río Negro,62,288
2020-09-16,SIN ESPECIFICAR,99,17
2020-09-16,Salta,66,407
2020-09-16,San Juan,70,11
2020-09-16,San Luis,74,38
2020-09-16,Santa Cruz,78,95
2020-09-16,Santa Fe,82,1284
2020-09-16,Santiago del Estero,86,69
2020-09-16,Tierra del Fuego,94,76
2020-09-16,Tucumán,90,536
2020-09-17,Buenos Aires,06,5258
2020-09-17,CABA,02,968
2020-09-17,Catamarca,10,33
2020-09-17,Chaco,22,90
2020-09-17,Chubut,26,109
2020-09-17,Corrientes,18,71
2020-09-17,Córdoba,14,750
2020-09-17,Entre Ríos,30,168
2020-09-17,Jujuy,38,185
2020-09-17,La Pampa,42,18
2020-09-17,La Rioja,46,141
2020-09-17,Mendoza,50,788
2020-09-17,Misiones,54,3
2020-09-17,Neuquén,58,305
2020-09-17,Río Negro,62,253
2020-09-17,SIN ESPECIFICAR,99,19
2020-09-17,Salta,66,520
2020-09-17,San Juan,70,17
2020-09-17,San Luis,74,63
2020-09-17,Santa Cruz,78,162
2020-09-17,Santa Fe,82,1348
2020-09-17,Santiago del Estero,86,71
2020-09-17,Tierra del Fuego,94,72
2020-09-17,Tucumán,90,597
2020-09-18,Buenos Aires,06,5271
2020-09-18,CABA,02,921
2020-09-18,Catamarca,10,15
2020-09-18,Chaco,22,141
2020-09-18,Chubut,26,141
2020-09-18,Corrientes,18,53
2020-09-18,Córdoba,14,959
2020-09-18,Entre Ríos,30,153
2020-09-18,Formosa,34,9
2020-09-18,Jujuy,38,220
2020-09-18,La Pampa,42,8
2020-09-18,La Rioja,46,147
2020-09-18,Mendoza,50,739
2020-09-18,Misiones,54,1
2020-09-18,Neuquén,58,248
2020-09-18,Río Negro,62,274
2020-09-18,SIN ESPECIFICAR,99,17
2020-09-18,Salta,66,366
2020-09-18,San Juan,70,3
2020-09-18,San Luis,74,94
2020-09-18,Santa Cruz,78,154
2020-09-18,Santa Fe,82,1421
2020-09-18,Santiago del Estero,86,121
2020-09-18,Tierra del Fuego,94,65
2020-09-18,Tucumán,90,535
2020-09-19,Buenos Aires,06,3480
2020-09-19,CABA,02,807
2020-09-19,Catamarca,10,11
2020-09-19,Chaco,22,95
2020-09-19,Chubut,26,84
2020-09-19,Corrientes,18,43
2020-09-19,Córdoba,14,629
2020-09-19,Entre Ríos,30,72
2020-09-19,Formosa,34,1
2020-09-19,Jujuy,38,159
2020-09-19,La Pampa,42,20
2020-09-19,La Rioja,46,172
2020-09-19,Mendoza,50,443
2020-09-19,Misiones,54,1
2020-09-19,Neuquén,58,231
2020-09-19,Río Negro,62,177
2020-09-19,SIN ESPECIFICAR,99,12
2020-09-19,Salta,66,291
2020-09-19,San Juan,70,2
2020-09-19,San Luis,74,23
2020-09-19,Santa Cruz,78,93
2020-09-19,Santa Fe,82,961
2020-09-19,Santiago del Estero,86,63
2020-09-19,Tierra del Fuego,94,91
2020-09-19,Tucumán,90,325
2020-09-20,Buenos Aires,06,2105
2020-09-20,CABA,02,532
2020-09-20,Catamarca,10,2
2020-09-20,Chaco,22,63
2020-09-20,Chubut,26,102
2020-09-20,Corrientes,18,19
2020-09-20,Córdoba,14,575
2020-09-20,Entre Ríos,30,70
2020-09-20,Formosa,34,9
2020-09-20,Jujuy,38,107
2020-09-20,La Pampa,42,22
2020-09-20,La Rioja,46,292
2020-09-20,Mendoza,50,373
2020-09-20,Misiones,54,1
2020-09-20,Neuquén,58,255
2020-09-20,Río Negro,62,84
2020-09-20,SIN ESPECIFICAR,99,12
2020-09-20,Salta,66,143
2020-09-20,San Juan,70,12
2020-09-20,San Luis,74,104
2020-09-20,Santa Cruz,78,84
2020-09-20,Santa Fe,82,697
2020-09-20,Santiago del Estero,86,68
2020-09-20,Tierra del Fuego,94,93
2020-09-20,Tucumán,90,387
2020-09-21,Buenos Aires,06,4942
2020-09-21,CABA,02,822
2020-09-21,Catamarca,10,7
2020-09-21,Chaco,22,80
2020-09-21,Chubut,26,169
2020-09-21,Corrientes,18,59
2020-09-21,Córdoba,14,907
2020-09-21,Entre Ríos,30,132
2020-09-21,Formosa,34,1
2020-09-21,Jujuy,38,121
2020-09-21,La Pampa,42,28
2020-09-21,La Rioja,46,195
2020-09-21,Mendoza,50,288
2020-09-21,Misiones,54,3
2020-09-21,Neuquén,58,340
2020-09-21,Río Negro,62,263
2020-09-21,SIN ESPECIFICAR,99,14
2020-09-21,Salta,66,301
2020-09-21,San Juan,70,43
2020-09-21,San Luis,74,63
2020-09-21,Santa Cruz,78,55
2020-09-21,Santa Fe,82,1722
2020-09-21,Santiago del Estero,86,68
2020-09-21,Tierra del Fuego,94,96
2020-09-21,Tucumán,90,230
2020-09-22,Buenos Aires,06,5430
2020-09-22,CABA,02,923
2020-09-22,Catamarca,10,10
2020-09-22,Chaco,22,106
2020-09-22,Chubut,26,242
2020-09-22,Corrientes,18,21
2020-09-22,Córdoba,14,1238
2020-09-22,Entre Ríos,30,129
2020-09-22,Jujuy,38,163
2020-09-22,La Pampa,42,14
2020-09-22,La Rioja,46,79
2020-09-22,Mendoza,50,609
2020-09-22,Misiones,54,2
2020-09-22,Neuquén,58,407
2020-09-22,Río Negro,62,297
2020-09-22,SIN ESPECIFICAR,99,34
2020-09-22,Salta,66,462
2020-09-22,San Juan,70,10
2020-09-22,San Luis,74,121
2020-09-22,Santa Cruz,78,88
2020-09-22,Santa Fe,82,1469
2020-09-22,Santiago del Estero,86,92
2020-09-22,Tierra del Fuego,94,98
2020-09-22,Tucumán,90,986
2020-09-23,Buenos Aires,06,5608
2020-09-23,CABA,02,942
2020-09-23,Catamarca,10,25
2020-09-23,Chaco,22,103
2020-09-23,Chubut,26,261
2020-09-23,Corrientes,18,30
2020-09-23,Córdoba,14,1503
2020-09-23,Entre Ríos,30,142
2020-09-23,Jujuy,38,186
2020-09-23,La Pampa,42,29
2020-09-23,La Rioja,46,73
2020-09-23,Mendoza,50,749
2020-09-23,Neuquén,58,258
2020-09-23,Río Negro,62,243
2020-09-23,SIN ESPECIFICAR,99,22
2020-09-23,Salta,66,423
2020-09-23,San Juan,70,12
2020-09-23,San Luis,74,102
2020-09-23,Santa Cruz,78,114
2020-09-23,Santa Fe,82,1718
2020-09-23,Santiago del Estero,86,116
2020-09-23,Tierra del Fuego,94,124
2020-09-23,Tucumán,90,757
2020-09-24,Buenos Aires,06,5482
2020-09-24,CABA,02,949
2020-09-24,Catamarca,10,9
2020-09-24,Chaco,22,148
2020-09-24,Chubut,26,190
2020-09-24,Corrientes,18,11
2020-09-24,Córdoba,14,1568
2020-09-24,Entre Ríos,30,146
2020-09-24,Jujuy,38,172
2020-09-24,La Pampa,42,21
2020-09-24,La Rioja,46,94
2020-09-24,Mendoza,50,806
2020-09-24,Misiones,54,1
2020-09-24,Neuquén,58,301
2020-09-24,Río Negro,62,320
2020-09-24,SIN ESPECIFICAR,99,21
2020-09-24,Salta,66,339
2020-09-24,San Juan,70,10
2020-09-24,San Luis,74,135
2020-09-24,Santa Cruz,78,119
2020-09-24,Santa Fe,82,1797
2020-09-24,Santiago del Estero,86,112
2020-09-24,Tierra del Fuego,94,113
2020-09-24,Tucumán,90,381
2020-09-25,Buenos Aires,06,5515
2020-09-25,CABA,02,976
2020-09-25,Catamarca,10,63
2020-09-25,Chaco,22,124
2020-09-25,Chubut,26,250
2020-09-25,Corrientes,18,16
2020-09-25,Córdoba,14,1889
2020-09-25,Entre Ríos,30,193
2020-09-25,Jujuy,38,214
2020-09-25,La Pampa,42,19
2020-09-25,La Rioja,46,107
2020-09-25,Mendoza,50,717
2020-09-25,Neuquén,58,328
2020-09-25,Río Negro,62,324
2020-09-25,SIN ESPECIFICAR,99,19
2020-09-25,Salta,66,257
2020-09-25,San Juan,70,14
2020-09-25,San Luis,74,112
2020-09-25,Santa Cruz,78,127
2020-09-25,Santa Fe,82,1924
2020-09-25,Santiago del Estero,86,117
2020-09-25,Tierra del Fuego,94,129
2020-09-25,Tucumán,90,602
2020-09-26,Buenos Aires,06,3340
2020-09-26,CABA,02,738
2020-09-26,Catamarca,10,31
2020-09-26,Chaco,22,149
2020-09-26,Chubut,26,158
2020-09-26,Corrientes,18,31
2020-09-26,Córdoba,14,1643
2020-09-26,Entre Ríos,30,119
2020-09-26,Formosa,34,1
2020-09-26,Jujuy,38,105
2020-09-26,La Pampa,42,6
2020-09-26,La Rioja,46,27
2020-09-26,Mendoza,50,567
2020-09-26,Neuquén,58,266
2020-09-26,Río Negro,62,189
2020-09-26,SIN ESPECIFICAR,99,7
2020-09-26,Salta,66,200
2020-09-26,San Juan,70,47
2020-09-26,San Luis,74,51
2020-09-26,Santa Cruz,78,85
2020-09-26,Santa Fe,82,990
2020-09-26,Santiago del Estero,86,114
2020-09-26,Tierra del Fuego,94,120
2020-09-26,Tucumán,90,299
2020-09-27,Buenos Aires,06,2409
2020-09-27,CABA,02,594
2020-09-27,Catamarca,10,65
2020-09-27,Chaco,22,69
2020-09-27,Chubut,26,92
2020-09-27,Corrientes,18,16
2020-09-27,Córdoba,14,1356
2020-09-27,Entre Ríos,30,84
2020-09-27,Jujuy,38,104
2020-09-27,La Pampa,42,21
2020-09-27,La Rioja,46,142
2020-09-27,Mendoza,50,302
2020-09-27,Misiones,54,2
2020-09-27,Neuquén,58,228
2020-09-27,Río Negro,62,54
2020-09-27,SIN ESPECIFICAR,99,9
2020-09-27,Salta,66,173
2020-09-27,San Juan,70,42
2020-09-27,San Luis,74,6
2020-09-27,Santa Cruz,78,128
2020-09-27,Santa Fe,82,757
2020-09-27,Santiago del Estero,86,88
2020-09-27,Tierra del Fuego,94,170
2020-09-27,Tucumán,90,516
2020-09-28,Buenos Aires,06,5689
2020-09-28,CABA,02,828
2020-09-28,Catamarca,10,5
2020-09-28,Chaco,22,122
2020-09-28,Chubut,26,262
2020-09-28,Corrientes,18,44
2020-09-28,Córdoba,14,1863
2020-09-28,Entre Ríos,30,163
2020-09-28,Formosa,34,2
2020-09-28,Jujuy,38,131
2020-09-28,La Pampa,42,34
2020-09-28,La Rioja,46,57
2020-09-28,Mendoza,50,767
2020-09-28,Misiones,54,11
2020-09-28,Neuquén,58,418
2020-09-28,Río Negro,62,306
2020-09-28,SIN ESPECIFICAR,99,18
2020-09-28,Salta,66,346
2020-09-28,San Juan,70,59
2020-09-28,San Luis,74,137
2020-09-28,Santa Cruz,78,120
2020-09-28,Santa Fe,82,2199
2020-09-28,Santiago del Estero,86,180
2020-09-28,Tierra del Fuego,94,197
2020-09-28,Tucumán,90,907
2020-09-29,Buenos Aires,06,5695
2020-09-29,CABA,02,955
2020-09-29,Catamarca,10,17
2020-09-29,Chaco,22,140
2020-09-29,Chubut,26,231
2020-09-29,Corrientes,18,38
2020-09-29,Córdoba,14,1653
2020-09-29,Entre Ríos,30,145
2020-09-29,Jujuy,38,129
2020-09-29,La Pampa,42,16
2020-09-29,La Rioja,46,86
2020-09-29,Mendoza,50,665
2020-09-29,Misiones,54,3
2020-09-29,Neuquén,58,387
2020-09-29,Río Negro,62,410
2020-09-29,SIN ESPECIFICAR,99,17
2020-09-29,Salta,66,427
2020-09-29,San Juan,70,13
2020-09-29,San Luis,74,100
2020-09-29,Santa Cruz,78,76
2020-09-29,Santa Fe,82,1736
2020-09-29,Santiago del Estero,86,117
2020-09-29,Tierra del Fuego,94,222
2020-09-29,Tucumán,90,688
2020-09-30,Buenos Aires,06,5555
2020-09-30,CABA,02,904
2020-09-30,Catamarca,10,13
2020-09-30,Chaco,22,192
2020-09-30,Chubut,26,221
2020-09-30,Corrientes,18,32
2020-09-30,Córdoba,14,1707
2020-09-30,Entre Ríos,30,214
2020-09-30,Jujuy,38,170
2020-09-30,La Pampa,42,27
2020-09-30,La Rioja,46,101
2020-09-30,Mendoza,50,753
2020-09-30,Misiones,54,5
2020-09-30,Neuquén,58,352
2020-09-30,Río Negro,62,295
2020-09-30,SIN ESPECIFICAR,99,18
2020-09-30,Salta,66,311
2020-09-30,San Juan,70,39
2020-09-30,San Luis,74,150
2020-09-30,Santa Cruz,78,160
2020-09-30,Santa Fe,82,2092
2020-09-30,Santiago del Estero,86,82
2020-09-30,Tierra del Fuego,94,145
2020-09-30,Tucumán,90,783
2020-10-01,Buenos Aires,06,5382
2020-10-01,CABA,02,914
2020-10-01,Catamarca,10,18
2020-10-01,Chaco,22,177
2020-10-01,Chubut,26,252
2020-10-01,Corrientes,18,46
2020-10-01,Córdoba,14,2059
2020-10-01,Entre Ríos,30,209
2020-10-01,Formosa,34,1
2020-10-01,Jujuy,38,163
2020-10-01,La Pampa,42,15
2020-10-01,La Rioja,46,45
2020-10-01,Mendoza,50,661
2020-10-01,Misiones,54,6
2020-10-01,Neuquén,58,240
2020-10-01,Río Negro,62,324
2020-10-01,SIN ESPECIFICAR,99,17
2020-10-01,Salta,66,374
2020-10-01,San Juan,70,8
2020-10-01,San Luis,74,76
2020-10-01,Santa Cruz,78,169
2020-10-01,Santa Fe,82,2021
2020-10-01,Santiago del Estero,86,187
2020-10-01,Tierra del Fuego,94,225
2020-10-01,Tucumán,90,615
2020-10-02,Buenos Aires,06,5325
2020-10-02,CABA,02,874
2020-10-02,Catamarca,10,17
2020-10-02,Chaco,22,215
2020-10-02,Chubut,26,194
2020-10-02,Corrientes,18,24
2020-10-02,Córdoba,14,1638
2020-10-02,Entre Ríos,30,201
2020-10-02,Jujuy,38,100
2020-10-02,La Pampa,42,35
2020-10-02,La Rioja,46,144
2020-10-02,Mendoza,50,790
2020-10-02,Misiones,54,4
2020-10-02,Neuquén,58,286
2020-10-02,Río Negro,62,398
2020-10-02,SIN ESPECIFICAR,99,19
2020-10-02,Salta,66,278
2020-10-02,San Juan,70,28
2020-10-02,San Luis,74,88
2020-10-02,Santa Cruz,78,152
2020-10-02,Santa Fe,82,2168
2020-10-02,Santiago del Estero,86,127
2020-10-02,Tierra del Fuego,94,280
2020-10-02,Tucumán,90,650
2020-10-03,Buenos Aires,06,3048
2020-10-03,CABA,02,698
2020-10-03,Catamarca,10,9
2020-10-03,Chaco,22,92
2020-10-03,Chubut,26,154
2020-10-03,Corrientes,18,1
2020-10-03,Córdoba,14,1246
2020-10-03,Entre Ríos,30,152
2020-10-03,Formosa,34,1
2020-10-03,Jujuy,38,59
2020-10-03,La Pampa,42,19
2020-10-03,La Rioja,46,88
2020-10-03,Mendoza,50,387
2020-10-03,Misiones,54,1
2020-10-03,Neuquén,58,215
2020-10-03,Río Negro,62,259
2020-10-03,SIN ESPECIFICAR,99,14
2020-10-03,Salta,66,164
2020-10-03,San Juan,70,62
2020-10-03,San Luis,74,19
2020-10-03,Santa Cruz,78,144
2020-10-03,Santa Fe,82,1085
2020-10-03,Santiago del Estero,86,101
2020-10-03,Tierra del Fuego,94,146
2020-10-03,Tucumán,90,356
2020-10-04,Buenos Aires,06,2396
2020-10-04,CABA,02,511
2020-10-04,Catamarca,10,8
2020-10-04,Chaco,22,136
2020-10-04,Chubut,26,201
2020-10-04,Corrientes,18,78
2020-10-04,Córdoba,14,1125
2020-10-04,Entre Ríos,30,83
2020-10-04,Jujuy,38,27
2020-10-04,La Pampa,42,11
2020-10-04,La Rioja,46,15
2020-10-04,Mendoza,50,264
2020-10-04,Misiones,54,3
2020-10-04,Neuquén,58,174
2020-10-04,Río Negro,62,137
2020-10-04,SIN ESPECIFICAR,99,9
2020-10-04,Salta,66,129
2020-10-04,San Juan,70,58
2020-10-04,San Luis,74,53
2020-10-04,Santa Cruz,78,83
2020-10-04,Santa Fe,82,654
2020-10-04,Santiago del Estero,86,83
2020-10-04,Tierra del Fuego,94,179
2020-10-04,Tucumán,90,442
2020-10-05,Buenos Aires,06,5478
2020-10-05,CABA,02,788
2020-10-05,Catamarca,10,13
2020-10-05,Chaco,22,174
2020-10-05,Chubut,26,365
2020-10-05,Corrientes,18,97
2020-10-05,Córdoba,14,1445
2020-10-05,Entre Ríos,30,156
2020-10-05,Jujuy,38,94
2020-10-05,La Pampa,42,32
2020-10-05,La Rioja,46,139
2020-10-05,Mendoza,50,739
2020-10-05,Misiones,54,9
2020-10-05,Neuquén,58,355
2020-10-05,Río Negro,62,392
2020-10-05,SIN ESPECIFICAR,99,17
2020-10-05,Salta,66,316
2020-10-05,San Juan,70,64
2020-10-05,San Luis,74,110
2020-10-05,Santa Cruz,78,83
2020-10-05,Santa Fe,82,2153
2020-10-05,Santiago del Estero,86,216
2020-10-05,Tierra del Fuego,94,195
2020-10-05,Tucumán,90,952
2020-10-06,Buenos Aires,06,5591
2020-10-06,CABA,02,940
2020-10-06,Catamarca,10,28
2020-10-06,Chaco,22,179
2020-10-06,Chubut,26,387
2020-10-06,Corrientes,18,14
2020-10-06,Córdoba,14,1612
2020-10-06,Entre Ríos,30,197
2020-10-06,Jujuy,38,72
2020-10-06,La Pampa,42,25
2020-10-06,La Rioja,46,114
2020-10-06,Mendoza,50,679
2020-10-06,Misiones,54,6
2020-10-06,Neuquén,58,490
2020-10-06,Río Negro,62,444
2020-10-06,SIN ESPECIFICAR,99,18
2020-10-06,Salta,66,280
